Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DHI	0.9148110747337341	171.11	2026-05-07	0.425	GTC: delete	243.36795744658	247.07696822763697	11.5121	154.57
NYSE:PHM	0.9147936105728149	137.41	2026-03-17	0.23		248.8599985292779	255.87997482902696	11.5807	135.57
NASDAQ:VIAV	0.9147871732711792	47.66				45.77977670625344	51.846030110955915	-0.1802	30.93
NYSE:LEN	0.9147846698760986	100.32	2026-04-22	0.5		214.85630238670282	220.50994065172023	8.3070	94.00
NYSE:NVR	0.9147699475288391	6919.83				12330.769014418478	12423.754064297182	482.2778	7514.33
NYSE:DD	0.9147541522979736	49.79	2026-05-15	0.3575		65.49462354796592	47.19100619304233	-1.9006	55.87
NYSE:TOL	0.9147499203681946	157.96	2026-04-10	0.25		298.84252309961096	129.02749413257808	14.5683	169.80
NASDAQ:VISN	0.9147247672080994	10.80	2026-04-28	0	GTC: delete	23.9853916032162	38.000321931295666	6.2751	22.38
NYSE:TMHC	0.914718747138977	67.78			GTC: delete	254.20142824395364	255.77319605289603	8.2872	70.11
NYSE:IBP	0.914711594581604	323.40	2026-03-13	0.37		381.3533414909268	475.3596936665877	9.8521	289.25
NYSE:TPH	0.9147071838378906	49.83				122.93728582143373	126.53280402435915	2.8317	47.00
NYSE:MTH	0.9146797060966492	74.68	2026-03-17	0.43		0	0	4.9505	79.44
NASDAQ:CVCO	0.9146433472633362	573.83				797.3679898817104	826.5635340124547	23.7618	587.50
NYSE:KBH	0.9146419167518616	59.46				140.349344775534	146.2334406771672	5.6335	55.46
NYSE:MHO	0.9145247340202332	144.95				236.63423845660196	242.65720897092015	15.7460	160.00
NYSE:SKY	0.9144635796546936	86.55				142.79564332798796	151.24565788414662	3.8619	95.40
NASDAQ:LGIH	0.914277195930481	52.34				72.02627878805986	74.02429377590565	3.1363	65.50
NASDAQ:JBIO	0.9141380786895752	29.14				0	0	-2.5835	28.71
NYSE:GRBK	0.9139155149459839	76.39				140.83252017099394	142.1455146030302	7.2578	62.00
NYSE:HOV	0.9138882756233215	126.31				711.0844824606074	735.358381551339	10.9698	74.00
