Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:SLB	0.914824366569519	49.83			Buy 218 at $46.93 ~= $10,231	86.64591603564499	104.53227279038703	2.2316	56.36
NYSE:HAL	0.9148136377334595	36.73				28.66386333627625	42.3701885606153	1.8434	41.64
NASDAQ:BKR	0.9148114919662476	61.02				97.61493479141969	114.30249065185924	2.6095	63.48
NASDAQ:EBAY	0.9148039221763611	118.76	2026-05-29	0.295	Buy 42 at $111.86 ~= $4,698	138.6210069795146	151.61014454895152	4.5743	104.57
NYSE:KMI	0.9147968888282776	34.69				58.759421768670165	77.44967061778617	1.3736	34.82
NYSE:FTI	0.914790689945221	69.01	2026-05-19	0.05		85.76181243912616	99.21326498042697	2.7148	72.57
NYSE:SEI	0.9147568345069885	82.90	2026-06-02	0.12		48.35365015646781	62.39743637466396	0.7926	85.48
NASDAQ:WFRD	0.9147486090660095	93.13	2026-05-06	0.25625		136.7248802135761	203.83342904974688	6.4373	114.17
NYSE:TTE	0.9147462844848633	84.07	2026-06-30	1.02775	GTC: delete; ADR	105.93655485464464	84.10459227543795	6.7697	97.07
NYSE:HUN	0.9147366881370544	12.16	2026-06-15	0.16875		11.490558168341998	27.456639036801498	-1.8477	13.85
NYSE:KGS	0.914728045463562	76.49				85.62591167868291	116.8529298028641	0.9119	61.75
NYSE:WBI	0.91471928358078	31.03				0	0	-0.0965	30.75
NYSE:NOV	0.9147188067436218	19.67				50.967791971896645	60.65951072759448	0.4021	20.55
NYSE:SF	0.9147030711174011	77.96	2026-06-01	0.31425		13.394109531597497	25.94506526627646	5.7363	87.75
NYSE:OLN	0.9147019386291504	22.48	2026-05-14	0.2		79.64708764517391	137.53639425986677	-0.3742	26.79
NYSE:AROC	0.9146881699562073	42.11	2026-05-12	0		64.99817978876882	91.02154423666587	1.8391	39.67
NYSE:LBRT	0.9146825075149536	29.25				35.74425489048714	58.05244929634054	0.9125	29.00
NYSE:VAL	0.9146775007247925	81.59				112.05648317000427	55.05948399573803	14.1916	66.17
NYSE:TS	0.914671003818512	60.28	2026-05-19	0.2225	ADR	0	0	2.8206	58.57
NASDAQ:PAA	0.9146547913551331	23.17	2026-05-01	0.3895	Withholding Tax: 10%	63.642802642206846	88.21237012765492	2.0353	22.67
