date,ticker,high,low,open,close,split_coefficient
2026-06-12,NYSE:DD,48.2601,47.131,47.49,48.26,1.0
2026-06-12,NASDAQ:PAA,22.825,22.38,22.49,22.44,1.0
2026-06-12,NASDAQ:VISN,12.83,12.55,12.65,12.66,1.0
2026-06-12,NYSE:AIV,2.9,2.865,2.88,2.88,1.0
2026-06-12,NYSE:SITC,5.05,4.89,5.02,4.94,1.0
2026-06-12,NASDAQ:TASK,5.62,5.42,5.57,5.48,1.0
2026-06-12,NYSE:ELME,2.0586,2.03,2.05,2.03,1.0
2026-06-12,NYSE:NLOP,11.98,11.65,11.65,11.76,1.0
2026-06-12,NYSE:CX,13.1,12.7515,12.82,12.98,1.0
2026-06-12,NYSE:KMI,32.24,31.25,31.36,31.94,1.0
2026-06-12,NASDAQ:SLM,22.535,21.72,22.16,22.38,1.0
2026-06-12,NYSE:VLO,262.33,251.0,251.775,258.67,1.0
2026-06-12,NYSE:TK,12.44,11.75,11.79,12.33,1.0
2026-06-12,NYSE:HTH,38.49,37.95,37.95,38.44,1.0
2026-06-12,NYSE:OEC,8.64,7.68,7.68,8.26,1.0
2026-06-12,NASDAQ:ISTR,30.215,29.78,29.78,30.15,1.0
2026-06-12,NYSE:EE,34.52,32.92,33.15,34.25,1.0
2026-06-12,NYSE:NE,47.17,45.865,45.95,46.93,1.0
2026-06-12,NYSE:CPK,124.274,122.45,122.45,123.55,1.0
2026-06-12,NYSE:BXP,67.27,65.96,66.3,66.28,1.0
