Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:VLO	0.9148209691047668	271.76			Buy 42 at $255.97 ~= $10,751	412.60986850259513	518.0712255468371	7.8541	246.67
NYSE:WMB	0.914814293384552	76.08	2026-06-12	0	Buy 48 at $71.66 ~= $3,440	71.51354494952915	46.95074008182905	2.1406	80.07
NYSE:FHN	0.914696991443634	25.59	2026-03-13	0.155		0	0	2.1576	26.84
NYSE:WLK	0.9146918058395386	94.48				106.50814537001006	180.28555111674532	-12.7808	123.79
NASDAQ:PAA	0.91466224193573	24.57	2026-05-01	0.3895	Withholding Tax: 10%	65.25665297427174	90.09031033540063	2.0353	22.67
NASDAQ:VISN	0.9146596789360046	13.22	2026-04-28	0	GTC: delete	46.683805558930814	68.62661265330794	0.0027	17.00
NYSE:RNST	0.914421021938324	43.01	2026-03-17	0.2225		0	0	1.5058	43.86
NASDAQ:HBCP	0.912164032459259	68.44				0	0	5.9277	65.62
NYSE:SITC	0.9118912220001221	5.34			GTC: delete	24.91955876371213	93.24000339110277	3.3894	6.00
NYSE:AIV	0.9118099808692932	4.55	2026-06-04	0		-4.17745979787806	-2.3370320135527343	3.8002	7.00
NASDAQ:TASK	0.9114402532577515	7.02	2026-03-26	0		22.440036217386595	52.05004772262106	2.8010	12.00
NYSE:OEC	0.9105949997901917	8.05	2026-06-10	0.02075		17.199193910345585	48.69934140805908	-1.2432	6.31
NYSE:NLOP	0.905789852142334	12.83	2026-03-30	0		100.806977908431	142.4789564845888	-9.8057	46.00
NASDAQ:FIBK	0.8968822956085205	37.35				-154.6248769764925	-144.58642737622037	3.1024	36.38
NASDAQ:BOKF	0.8959947228431702	136.50				0	0	10.1050	144.00
NYSE:FIX	0.8914126753807068	1932.70	2026-03-06	0.4875		2463.8179283486156	2534.5238158098605	29.0632	1722.25
NASDAQ:VIAV	0.8881375193595886	51.39				48.107481241862146	51.937396867128854	-0.2356	64.43
NASDAQ:CATY	0.88392573595047	60.67				-223.21600409742317	-220.87939981589523	4.7053	54.60
NYSE:NE	0.8834848999977112	50.03	2026-06-04	0.5		69.06447937003799	100.95527264312383	1.4362	49.40
NYSE:KOF	0.8831827044487	113.45	2026-04-20	19.35	ADR	397.4020740746484	339.68782330472266	6.0624	115.81
