date,symbol,amount
2026-08-24,NASDAQ:TSCO,0.24
2026-09-04,NYSE:SU,0.428021
2026-08-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-08-17,NASDAQ:VISN,10
2026-08-28,NASDAQ:VISN,5
2026-07-31,NASDAQ:PAA,0.4175
2026-09-03,NYSE:NE,0.5
2026-08-03,NYSE:DK,0.255
2026-08-13,NASDAQ:VNOM,0.67
2026-07-06,NYSE:OEC,0.0207
2026-08-03,NYSE:SITC,1
2026-08-28,NASDAQ:EBAY,0.31
2026-08-06,NYSE:HESM,0.7888
2026-07-01,NYSE:TTE,0.969365
2026-09-30,NYSE:TTE,1.038892
2026-08-19,NYSE:CVX,1.78
2026-07-15,NYSE:SBR,0.42915
2026-08-17,NYSE:SBR,0.61943
2026-07-31,NASDAQ:PAGP,0.4175
