Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:CVX	0.914828896522522	182.88				210.61650071329015	447.75911220285633	6.1745	213.29
NYSE:SLB	0.9148250818252563	50.33			Buy 233 at $47.41 ~= $11,047	87.67566560177683	105.75784413839133	2.2316	56.36
NASDAQ:BKR	0.9148129820823669	60.48				98.75189438581562	115.68515556186765	2.6095	63.48
NYSE:HAL	0.914811909198761	36.63				29.020810265747585	42.870073272865724	1.8434	41.64
NYSE:FTI	0.9148011207580566	70.94	2026-05-19	0.05		86.43177216945243	100.07737161852597	2.7148	72.57
NYSE:SU	0.9147994518280029	57.53				91.7313499319099	151.87741342602413	4.3487	61.37
NYSE:DD	0.9147846698760986	145.68	2026-05-15	0.3575		157.1680886859068	139.0214102953798	-1.9006	55.87
NYSE:KGS	0.9147676229476929	80.97				91.85990952940206	123.4216648349333	0.9119	61.75
NYSE:SEI	0.9147673845291138	83.04	2026-06-02	0.12		49.36681559233905	63.679019120238706	0.7926	85.48
NASDAQ:WFRD	0.9147599935531616	88.98	2026-05-06	0.25625		136.50631086373073	204.92222335045102	6.4373	114.17
NYSE:LBRT	0.9147414565086365	28.96				35.746363845814805	58.14624253618924	0.9125	29.00
NYSE:AROC	0.9147358536720276	44.83	2026-05-12	0		69.11935422379496	95.67827549778556	1.8391	39.67
NYSE:NOV	0.914725661277771	20.07				51.79751861564198	61.590290426392656	0.4021	20.55
NYSE:WBI	0.9147169589996338	33.63				0	0	-0.0965	30.75
NYSE:VAL	0.914687991142273	82.18				114.34156991837311	55.9357060887247	14.1916	66.17
NYSE:TDW	0.914669930934906	71.47				195.57828638784363	235.6783356948089	6.7295	84.71
NYSE:PUMP	0.9146568775177002	15.80				16.447568410791554	30.535500778202262	0.0067	14.91
NYSE:TS	0.9146519303321838	60.61	2026-05-19	0.2225	ADR	0	0	2.8206	58.57
NASDAQ:VISN	0.9146515130996704	13.54	2026-04-28	0	GTC: delete	46.98042928695205	69.066616386525	0.0027	17.00
NYSE:OII	0.9146398901939392	42.50				146.70689366440232	164.8941754964626	3.5467	31.50
