ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SLB,31.64,58.8199,46.61,53.07,1025228602.25
NYSE:HAL,20.09,43.59,33.9,37.2,544537536.70
NASDAQ:BKR,37.38,70.41,56.38,61.52,501781545.56
NYSE:FTI,31.88,77.78,64.29,67.0,291959263.29
NYSE:DD,33.335,144.845,137.82,48.04,204015603.96
NYSE:SEI,24.57,86.19,75.98,76.15,160367056.27
NYSE:TTE,57.48,94.17,78.69,84.17,149810006.23
NASDAQ:WFRD,46.2,113.15,84.49,97.85,129397184.06
NYSE:HUN,7.295,16.085,11.32,13.18,116548106.65
NYSE:KGS,30.0613,77.68,70.65,67.87,123120383.44
NYSE:LBRT,9.9,34.478,26.21,27.35,100452926.46
NYSE:WBI,18.64,36.2099,28.31,31.97,98466242.53
NYSE:NOV,11.775,21.55,18.35,19.96,108535432.58
NYSE:TS,33.65,64.595,56.52,60.19,73626111.78
NYSE:VAL,41.0301,114.12,75.52,82.64,79793477.16
NYSE:PUMP,4.51,18.5,13.98,14.85,61754994.65
NASDAQ:VISN,6.78,20.55,12.55,12.61,65040832.94
NYSE:TDW,44.11,93.13,64.6,70.99,61213119.52
NYSE:AROC,21.17,40.115,38.79,35.75,77988285.28
NYSE:WHD,33.2,64.3,50.98,57.54,40156072.18
