ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,83.4,47.65,47.71,161871478.73
NYSE:FHN,19.035,26.56,24.25,24.22,93093271.61
NASDAQ:PAA,15.685,24.26,22.92,22.8,56570518.69
NASDAQ:VISN,5.5,20.55,12.41,12.37,63117080.36
NASDAQ:FIBK,25.81,39.255,35.72,35.6,34775438.60
NASDAQ:EBC,14.1,22.575,20.09,19.82,34607302.71
NASDAQ:UBSI,34.103,45.925,43.72,43.28,31488999.02
NYSE:RNST,33.04,42.11,40.54,40.68,25204654.06
NASDAQ:WSFS,49.915,73.22,71.15,72.19,26571945.88
NASDAQ:IBOC,61.15,75.44,72.94,72.41,22270279.17
NASDAQ:CATY,42.01,58.51,58.18,57.36,22277319.67
NASDAQ:WSBC,29.18,38.1,34.61,34.69,18640325.46
NASDAQ:WAFD,26.31,38.59,35.57,35.59,17494548.79
NYSE:VLO,125.5,265.6101,258.85,244.85,673332530.69
NASDAQ:RRBI,55.1,98.85,90.25,92.44,6928236.07
NASDAQ:HFWA,21.32,28.98,27.62,27.34,6552190.76
NASDAQ:CWBC,17.56,25.72,24.35,24.05,6301271.28
NASDAQ:CAC,35.0,53.71,50.38,49.76,5105053.14
NASDAQ:BFST,22.515,30.32,28.4,28.24,5332928.40
NASDAQ:HBCP,48.295,66.0,65.41,64.61,4243361.06
