Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:SLB	0.9148219227790833	51.69			Buy 228 at $48.69 ~= $11,101	88.40404770787131	106.37889769465092	2.2316	56.36
NYSE:HAL	0.9148113131523132	37.34				29.71509732222384	43.48601972607205	1.8434	41.64
NASDAQ:BKR	0.9148092865943909	63.09				100.076385030011	116.8747256975433	2.6095	63.48
NYSE:FTI	0.9147889018058777	71.58	2026-05-19	0.05		86.87626220733421	100.41525432878649	2.7148	72.57
NYSE:DD	0.9147672057151794	51.31	2026-05-15	0.3575		67.33766827323925	49.42311485762341	-1.9006	55.87
NYSE:SEI	0.9147580862045288	89.14	2026-06-02	0.12		55.34035332399581	69.50481541397149	0.7926	85.48
NYSE:TTE	0.9147427082061768	86.21	2026-06-30	1.02775	GTC: delete; ADR	108.17168250627721	86.09773715477213	6.7697	97.07
NASDAQ:WFRD	0.9147360324859619	97.95	2026-05-06	0.25625		144.54889074365855	212.24517476003945	6.4373	114.17
NYSE:HUN	0.914728581905365	12.98	2026-06-15	0.16875	Buy 908 at $12.23 ~= $11,105	12.405207798609736	28.46771470696254	-1.8477	13.85
NYSE:KGS	0.9147244691848755	75.11				84.42239232665926	115.80068473020087	0.9119	61.75
NYSE:LBRT	0.9147024154663086	28.98				35.9610648904685	58.310722317656825	0.9125	29.00
NYSE:WBI	0.9147022366523743	32.91				0	0	-0.0965	30.75
NYSE:NOV	0.9146974086761475	20.19				51.51264658418784	61.2500338344515	0.4021	20.55
NYSE:TS	0.9146793484687805	61.60	2026-05-19	0.2225	ADR	0	0	2.8206	58.57
NYSE:VAL	0.9146755933761597	85.10				115.74053572736175	58.11028883314649	14.1916	66.17
NYSE:PUMP	0.9146645665168762	15.97				16.370739984362753	30.38340996138367	0.0067	14.91
NASDAQ:VISN	0.914645791053772	13.66	2026-04-28	0	GTC: delete	46.82480102299322	68.73916336477245	0.0027	17.00
NYSE:TDW	0.9146413803100586	70.63				191.722408991221	231.51005002252424	6.7295	84.71
NYSE:AROC	0.9146206974983215	40.46	2026-05-12	0		63.61023724775793	89.87435775385946	1.8391	39.67
NYSE:WHD	0.9145090579986572	58.67				118.44860000855054	80.07637248785943	2.3916	58.22
