ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,83.4,46.99,47.59,158366160.72
NYSE:FHN,19.035,26.56,24.27,23.62,99483523.99
NASDAQ:PAA,15.685,24.26,22.8,22.93,55254187.99
NASDAQ:VISN,5.5,20.55,12.02,12.27,62829599.73
NASDAQ:FIBK,25.81,39.255,35.57,34.73,33940484.77
NASDAQ:EBC,14.1,22.575,20.46,19.46,44496638.91
NASDAQ:UBSI,34.103,45.925,43.76,42.64,32534198.49
NYSE:RNST,33.04,42.11,41.05,39.68,25548884.36
NASDAQ:WSFS,49.915,73.22,72.15,70.36,26435799.97
NASDAQ:IBOC,61.15,75.44,73.49,70.92,22864256.83
NASDAQ:CATY,42.01,59.095,58.39,56.5,23253748.65
NASDAQ:WSBC,29.18,38.1,35.36,33.89,25554917.21
NASDAQ:WAFD,26.31,38.59,35.78,35.0,17587202.25
NYSE:VLO,128.02,265.6101,258.39,252.52,664305395.58
NASDAQ:RRBI,55.97,98.85,90.84,90.62,7578440.48
NASDAQ:HFWA,21.32,28.98,27.91,27.1,6551522.99
NASDAQ:CWBC,17.98,25.72,24.89,23.9,7415304.19
NASDAQ:CAC,35.0,53.71,50.72,48.98,4771809.73
NASDAQ:BFST,22.515,30.32,28.48,27.96,5403181.17
NASDAQ:HBCP,48.295,66.4,65.6,64.06,4154957.63
