Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:TSCO	0.9148025512695312	32.71			GTC: delete	20.787555652169438	30.25043269470146	2.0838	56.15
NYSE:SU	0.9147993922233582	62.00				93.59426936184941	153.3183745907575	4.3487	61.37
NYSE:DD	0.9147582650184631	52.54	2026-05-15	0.3575		67.5247685581464	49.64852523012878	-1.9006	55.87
NASDAQ:VISN	0.9146579504013062	13.59	2026-04-28	0	GTC: delete	46.69590222204034	68.5818961713902	0.0027	17.00
NASDAQ:PAA	0.9146156311035156	23.20	2026-05-01	0.3895	Buy 508 at $21.85 ~= $11,100; Withholding Tax: 10%	64.18710762173241	88.93209137906018	2.0353	22.67
NYSE:NE	0.9145978689193726	46.80	2026-06-04	0.5	Buy 252 at $44.08 ~= $11,108	65.53766489163979	97.36537196642841	1.4362	49.40
NYSE:DK	0.9145896434783936	47.23	2026-05-01	0.255	Buy 249 at $44.49 ~= $11,078	216.85469164327088	301.7344777641929	-0.3720	50.00
NYSE:AD	0.9143484830856323	42.14			Buy 143 at $39.69 ~= $5,676	0	0	5.0934	53.83
NASDAQ:VNOM	0.9133405685424805	46.68	2026-05-14	0.5775		39.649761403221184	40.23954614699419	-0.9366	57.00
NYSE:AIV	0.9130721092224121	3.09	2026-06-04	0		-5.4764692061532125	-3.6387807396466414	3.8002	7.00
NYSE:OEC	0.9113175868988037	8.59	2026-06-10	0.02075		17.194521187805442	48.61134201221912	-1.2432	6.31
NYSE:SITC	0.9105932712554932	5.12			GTC: delete	24.54275390059305	92.69513293066943	3.3894	6.00
NASDAQ:TASK	0.9105806946754456	5.77	2026-03-26	0		21.152969607881065	50.65710519566923	2.8010	12.00
NYSE:NLOP	0.9064868092536926	12.57	2026-03-30	0		100.1079511307631	141.6505628153605	-9.8057	46.00
NASDAQ:EBAY	0.9063239693641663	116.20	2026-05-29	0.295		137.34280497855875	150.40138035604312	4.5743	104.57
NYSE:HESM	0.9033734202384949	39.38				34.46883055096043	62.82165235405422	2.7271	38.67
NYSE:TTE	0.9030449986457825	89.46	2026-06-30	1.02775	GTC: delete; ADR	109.76227192277862	87.73692346463098	6.7697	97.07
NYSE:CVX	0.8995729684829712	190.72				216.45174201606525	451.778413487826	6.1745	213.29
NYSE:SBR	0.893208920955658	77.11	2026-05-15	1.29		238.26775029118613	238.2664689249349	5.0375	32.50
NASDAQ:PAGP	0.8884907364845276	25.16	2026-05-01	0.3895		0	0	0.8843	22.93
