Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:BKR	0.914812445640564	63.70			Buy 185 at $60.00 ~= $11,100	99.81681710242503	116.54850916208119	2.6095	63.48
NYSE:SU	0.9148046374320984	59.15				92.49781811483338	152.10241189801684	4.3487	61.37
NYSE:DD	0.914773166179657	51.87	2026-05-15	0.3575		67.17939566894303	49.379452926187874	-1.9006	55.87
NASDAQ:VISN	0.9146708846092224	13.66	2026-04-28	0	GTC: delete	46.70842012874456	68.53790514980734	0.0027	17.00
NYSE:AD	0.9143311977386475	41.53			Buy 283 at $39.12 ~= $11,071	0	0	5.0934	53.83
NYSE:USAC	0.913877010345459	27.24	2026-04-27	0.525	Withholding Tax: 10%	48.889988479803385	67.13536327333193	0.8909	29.00
NYSE:AIV	0.9129595756530762	3.11	2026-06-04	0	Buy 609 at $2.93 ~= $1,784	-5.475479208976233	-3.640512245011754	3.8002	7.00
NYSE:SITC	0.9115293025970459	5.10			GTC: delete	24.54616808111911	92.53126168255346	3.3894	6.00
NASDAQ:EBAY	0.911290168762207	116.62	2026-05-29	0.295		137.55152934151013	150.57529287723364	4.5743	104.57
NASDAQ:TASK	0.9110677242279053	5.44	2026-03-26	0		20.88638521532591	50.28541610468606	2.8010	12.00
NYSE:RNGR	0.9103952050209045	16.24	2026-05-08	0.06		30.289932024819027	46.83479973891131	0.6186	18.50
NYSE:TTE	0.9097607731819153	86.37	2026-06-30	1.02775	GTC: delete; ADR	107.87402944354214	85.94557368256847	6.7697	97.07
NYSE:ELME	0.9092150926589966	2.15				0	0	-1.6823	18.00
NYSE:HAL	0.8845732808113098	38.07				29.70233600292481	43.434425836339344	1.8434	41.64
NYSE:NOV	0.8644092082977295	20.65				51.37145925340513	61.081392920498665	0.4021	20.55
NYSE:KGS	0.8501625061035156	73.07				84.25016683726795	115.53752039087696	0.9119	61.75
NYSE:EFXT	0.845430314540863	25.44				66.50178179738556	39.0829102288126	0.9085	25.75
NASDAQ:SLM	0.8454291820526123	24.67	2026-06-04	0.13		38.873898514239364	-5.260044734368226	3.9676	29.00
NYSE:SLB	0.8411317467689514	52.82				88.22482083455564	106.14647243927729	2.2316	56.36
NASDAQ:PAA	0.8358137607574463	22.71	2026-05-01	0.3895	Withholding Tax: 10%	63.729163322891495	88.38611946647787	2.0353	22.67
