Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:TLRY	1	1.71				1.9848121963159246	1.6947633506547108
NYSE:ITUB	1	10.17	2025-08-20	0.5975	ADR	-44.371680180356734	-40.46124467453397
NYSE:BBD	1	4.38	2025-09-03	0.038	ADR	-18.61608795562168	-16.107204059195126
NASDAQ:GRAB	1	7.89				5.593517616946169	6.146505154135787
NYSE:VALE	1	14.75	2025-08-13	0.295	ADR	4.8273957859757015	11.15435938517057
NYSE:HIMS	1	67.65				48.04359962231977	48.95398563925995
NYSE:MDT	1	135.23	2025-09-26	0.7		0	0
NYSE:B	1	36.72	2025-05-30	0.1		0	0
NYSE:CX	1	13.08	2025-06-17	0.00225	ADR	5.722154511838861	21.613016485097415
NYSE:STR	1	27.72	2025-08-14	0.35		32.04231384715566	73.77117628029737
NASDAQ:ALTS	1	9.82				0	0
NYSE:PR	1	20.04	2025-09-16	0.165		20.91687006727904	47.072377671140956
NYSE:AG	1	13.38	2025-08-29	0.005		10.085915552963069	10.689779698367063
NYSE:KVUE	1	32.31	2025-08-13	0.205		28.116536244420214	32.117867692151314
NYSE:WU	1	12.75	2025-06-16	0.235		6.302636517710108	10.503935122600883
NYSE:FSM	1	10.85				11.027166804365114	12.624691378297072
NYSE:YMM	1	16.75			ADR	0	0
NYSE:VICI	1	48.97	2025-06-18	0.4325		56.11581487308562	56.08289767340165
NYSE:CVE	1	22.53	2025-09-15	0.185		24.797744082220543	47.49842687715728
NYSE:BABA	1	184.73	2025-06-12	1.905	ADR	0	0
