Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:PFE	1	37.06	2025-07-25	0	exDate: 2025-07-25 amount: 215.00; exDate: 2025-05-09 amount: 215.00; exDate: 2025-01-24 amount: 215.00; exDate: 2024-11-09 amount: 210.00; exDate: 2024-07-27 amount: 210.00; exDate: 2024-05-10 amount: 210.00; exDate: 2024-01-26 amount: 210.00; exDate: 2023-11-10 amount: 205.00	27.97334932144459	13.1033383205558
NYSE:HIMS	1	83.55			Buy 31 at $55.70 ~= $1,727	57.13824617241944	58.06199600692698
NYSE:BBD	1	4.33	2025-08-05	0.038	ADR	-18.105250478069408	-15.569695475687045
NYSE:NVO	1	69.73			ADR	0	0
NYSE:ITUB	1	10.23	2025-09-02	0.5975	ADR	0	0
NYSE:KEY	1	26.84	2025-09-02	0.205		-90.53014150404896	-90.08384872355882
NYSE:ET	1	27.18	2025-08-08	0.32375	Withholding Tax: 10%	0	0
NASDAQ:GRAB	1	7.44				5.3239842856967154	5.8852877180588274
NYSE:IONQ	1	65.40				0	0
NYSE:PBI	1	17.22	2025-08-11	0.0575		17.247500687799395	26.623906540538588
NYSE:DVN	1	50.79	2025-06-13	0.3125		36.39234777624907	45.79814125442558
NYSE:OXY	1	65.75	2025-09-10	0.225		0	0
NYSE:PR	1	20.89	2025-06-16	0.1775		0	0
NYSE:TEVA	1	24.16			ADR	5.239915285146398	14.410255972419396
NASDAQ:SSRM	1	22.95				0	0
NYSE:GEO	1	40.63				11.282858789270305	27.7697226041367
NYSE:AG	1	12.72	2025-05-16	0.005		0	0
NYSE:CTRA	1	36.81	2025-08-14	0.105		0	0
NYSE:RF	1	37.91	2025-09-02	0.25		-103.07575386838676	-101.86059737380103
NYSE:FHN	1	32.66	2025-09-12	0.15		0	0
