Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:HOOD	1	162.31				181.07289568401862	182.488502140392
NYSE:JHX	1	29.79			ADR	0	0
NYSE:HIMS	1	67.39				49.88225207048872	50.797451356808864
NYSE:HPE	1	32.87	2025-06-18	0.13		0	0
NASDAQ:GRAB	1	7.61				5.557237017682912	6.113167412569522
NYSE:AG	1	13.26	2025-08-29	0.005		10.458931271226264	17.729083469250796
NYSE:PR	1	20.09	2025-09-16	0.165	GTC: delete	21.125024570368616	47.46234708058919
NYSE:WU	1	12.79	2025-06-16	0.235		6.410964644348523	10.62736009707106
NYSE:CNH	1	18.29				11.034718301853523	17.60988569191091
NASDAQ:TIGR	1	16.98			ADR	0	0
NASDAQ:NVTS	1	9.38				5.982941152435396	7.207433732892826
NYSE:HPQ	1	39.88	2025-09-10	0.28275		0	0
NYSE:MDT	1	140.69	2025-09-26	0.7025		0	0
NASDAQ:XP	1	24.32				0	0
NYSE:SW	1	65.88	2025-08-15	0.36675		0	0
NYSE:AR	1	46.63				68.70899954752834	94.18305949153165
NYSE:SCHW	1	144.13	2025-08-08	0.26		337.4686628729829	350.3301865776872
NASDAQ:APA	1	31.09	2025-07-22	0.25		52.78397560147708	112.21788879138452
NYSE:BTI	1	88.94	2025-10-03	0.6005	ADR	0	0
NYSE:TDOC	1	10.89				20.44775692188053	40.39385978352772
