Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:HE	0.969	$10.20			Buy 493 at $9.47 ~= $4,669	-$57.00	-$33.18
NYSE:TTE	0.965	$60.14	25 Mar 2025	0.90525	Buy 41 at $55.92 ~= $2,293	$100.87	$234.86
NYSE:REZI	0.965	$24.80				$22.56	$29.83
NYSE:ALEX	0.961	$19.01	20 Dec 2024	0.2225		$35.60	$43.86
NYSE:CPF	0.944	$29.70	29 Nov 2024	0.26		-$188.69	-$187.32
NYSE:WMS	0.935	$123.69	2 Dec 2024	0.15		$194.96	$208.28
NYSE:WFG	0.927	$93.47	27 Dec 2024	0.31		$109.19	$178.73
NASDAQ:UFPI	0.918	$118.64	2 Dec 2024	0.3225		$237.46	$260.74
NYSE:STC	0.916	$71.10	16 Dec 2024	0.48		$107.84	$110.36
NYSE:SEM	0.916	$19.80	13 Nov 2024	0.125		$8.55	$12.73
NYSE:RTX	0.912	$123.80	15 Nov 2024	0.61		$149.51	$181.71
NYSE:TRI	0.911	$172.70	21 Nov 2024	0.5275		$200.15	$217.53
NYSE:MHK	0.905	$124.95				$146.53	$243.71
NYSE:SHW	0.900	$358.22	15 Nov 2024	0.6875		$466.07	$506.81
NYSE:UWMC	0.899	$6.20	19 Dec 2024	0.1		$1,142.20	$1,146.26
NYSE:FAF	0.898	$66.17	9 Dec 2024	0.5325		$42.97	$47.59
NYSE:RKT	0.893	$11.72				$925.05	$934.03
NYSE:HEI.A	0.893	$198.77	3 Jan 2025	0		$289.12	$323.43
NYSE:AA	0.893	$40.16	29 Oct 2024	0.1		$36.92	$36.77
NYSE:PFSI	0.891	$106.91	18 Nov 2024	0.25		$820.95	$829.13
NYSE:HCC	0.888	$58.05	5 Nov 2024	0.0775		$151.93	$176.22
