date,symbol,amount
2025-03-25,NYSE:TTE,0.853607
2025-03-27,NYSE:TTE,0.851458
2025-06-18,NYSE:TTE,0.977347
2025-03-14,NYSE:ALEX,0.225
2025-06-13,NYSE:ALEX,0.225
2025-02-28,NYSE:CPF,0.27
2025-05-30,NYSE:CPF,0.27
2025-02-28,NYSE:WMS,0.16
2025-05-30,NYSE:WMS,0.18
2025-03-14,NYSE:WFG,0.32
2025-06-26,NYSE:WFG,0.32
2025-03-03,NASDAQ:UFPI,0.35
2025-06-02,NASDAQ:UFPI,0.35
2025-03-17,NYSE:STC,0.5
2025-06-16,NYSE:STC,0.5
2025-03-03,NYSE:SEM,0.0625
2025-05-15,NYSE:SEM,0.0625
2025-02-21,NYSE:RTX,0.63
2025-05-23,NYSE:RTX,0.68
2025-02-20,NYSE:TRI,0.595
2025-05-15,NYSE:TRI,0.595
2025-03-03,NYSE:SHW,0.79
2025-05-16,NYSE:SHW,0.79
2025-03-20,NYSE:UWMC,0.1
2025-06-18,NYSE:UWMC,0.1
2025-03-10,NYSE:FAF,0.54
2025-06-09,NYSE:FAF,0.54
2025-03-20,NYSE:RKT,0.8
2025-07-01,NYSE:HEI.A,0.12
2025-03-04,NYSE:AA,0.1
2025-05-20,NYSE:AA,0.1
2025-02-13,NYSE:PFSI,0.3
2025-05-14,NYSE:PFSI,0.3
2025-02-24,NYSE:HCC,0.08
2025-05-05,NYSE:HCC,0.08
