date,symbol,amount
2025-02-10,NYSE:GWW,2.05
2025-05-12,NYSE:GWW,2.26
2025-03-10,NYSE:UGP,0.077375
2025-02-21,NYSE:TIMB,0.071703
2025-04-04,NYSE:TIMB,0.178087
2025-04-10,NYSE:TIMB,0.245446
2025-05-23,NYSE:TIMB,0.108547
2025-02-05,NYSE:BBD,0.0031
2025-03-07,NYSE:BBD,0.003277
2025-04-02,NYSE:BBD,0.03975
2025-04-03,NYSE:BBD,0.003334
2025-05-06,NYSE:BBD,0.00325
2025-06-04,NYSE:BBD,0.003249
2025-07-02,NYSE:BBD,0.05393
2025-07-03,NYSE:BBD,0.003449
2025-02-04,NYSE:ITUB,0.0028504
2025-02-19,NYSE:ITUB,0.275666
2025-03-04,NYSE:ITUB,0.0028504
2025-04-02,NYSE:ITUB,0.0028504
2025-05-05,NYSE:ITUB,0.0028504
2025-06-03,NYSE:ITUB,0.0028504
2025-06-11,NYSE:ITUB,0.058969
2025-07-02,NYSE:ITUB,0.0028504
2025-01-24,NYSE:BSBR,0.065966
2025-04-23,NYSE:BSBR,0.068052
2025-02-20,NYSE:TRI,0.595
2025-05-15,NYSE:TRI,0.595
2025-04-22,NYSE:PBR.A,0.131081
2025-06-04,NYSE:PBR.A,0.270688
2025-03-10,NYSE:VALE,0.375769
2025-03-31,NYSE:CIG,0.033037
2025-05-12,NYSE:CIG,0.060452
2025-06-30,NYSE:CIG,0.037931
2025-02-24,NYSE:HNI,0.33
2025-05-23,NYSE:HNI,0.34
2025-04-22,NYSE:PBR,0.12971
2025-06-04,NYSE:PBR,0.270688
2025-03-31,NYSE:IX,0.403487
2025-03-17,NYSE:STC,0.5
2025-06-16,NYSE:STC,0.5
