ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SMR,11.08,57.42,17.53,17.48,442845362.44
NASDAQ:DVLT,0.2512,4.1,0.8502,0.6714,32500200.71
NASDAQ:MCHP,34.125,81.4299,76.01,75.92,844800305.92
NYSE:ASX,6.94,21.42,20.89,18.98,201081455.20
NASDAQ:QCOM,120.8019,205.95,137.34,151.59,1854835278.26
NYSE:NKE,52.28,82.44,63.92,61.81,859160267.23
NYSE:BROS,47.16,86.88,57.04,54.39,406541980.53
NASDAQ:PI,60.85,247.0635,116.04,138.1,128372071.84
NYSE:POR,39.545,51.65,50.65,50.25,56137955.14
NASDAQ:LSCC,34.685,89.92,86.41,80.52,155936097.35
NASDAQ:COLM,47.47,92.88,63.07,55.28,64339487.14
NASDAQ:MPWR,438.86,1250.0,1229.82,1124.15,983235994.31
NYSE:ELME,2.1,18.08,2.22,2.2,18355268.10
NASDAQ:XPON,0.6,5.5,0.78,0.7911,5070596.36
NYSE:KLC,3.6101,21.18,4.83,4.67,4596937.39
NYSE:GBX,37.77,65.695,54.6,50.42,22290942.15
NYSE:GWH,0.7601,13.87,1.59,1.75,1170942.56
NASDAQ:CEVA,18.23,38.94,22.54,21.09,7043936.60
NYSE:LAD,262.1,405.14,344.24,323.44,82630677.49
NYSE:NWN,38.94,49.63,48.07,46.56,15814582.20
