Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:III	1	7.00	2025-12-05	0.045		0	0
NYSE:DD	1	77.31	2025-11-28	0.3575	Buy 51 at $51.54 ~= $2,629	71.96670431837367	52.52319224522742
NYSE:ELME	1	3.31	2026-01-08	0.18		0	0
NASDAQ:LASR	0.9612622857093811	60.35				0	0
NASDAQ:INDI	0.8996821641921997	3.87				0	0
NYSE:FIS	0.8524404764175415	51.62	2026-03-10	0.39		0	0
NASDAQ:ADTN	0.8183126449584961	10.47				0	0
NASDAQ:GDYN	0.806979238986969	7.42				0	0
NASDAQ:QUIK	0.7816399335861206	8.63				0	0
NYSE:INGM	0.7792412638664246	22.89				0	0
NYSE:CUK	0.764389157295227	33.93	2026-02-13	0	Buy 81 at $32.46 ~= $2,629; ADR	-194.57649943165296	73.32001978295851
NYSE:STM	0.7518131136894226	35.13	2026-03-24	0	ADR	0	0
NYSE:NABL	0.7502973079681396	6.15				0	0
NASDAQ:CEVA	0.7487025260925293	20.91				0	0
NASDAQ:EXPE	0.7471349835395813	210.58	2026-03-05	0.4		189.06265393666752	325.94008791937614
NYSE:EPAM	0.7397054433822632	146.30				0	0
NASDAQ:AVGO	0.7291861772537231	352.93	2025-12-22	0.605		428.9949785462374	462.650946155014
NASDAQ:VICR	0.7138007283210754	166.56			Buy 16 at $159.87 ~= $2,558	0	0
NASDAQ:HCKT	0.7092658877372742	15.57	2025-12-23	0.12		0	0
NYSE:GCTS	0.6943882703781128	1.31				0	0
