Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:CISS	1	2.39				0	0
NASDAQ:IMPP	1	5.58				0	0
NYSE:DAC	1	163.31	2026-02-23	0.875		230.8481403847599	340.06920912670824
NASDAQ:ESEA	1	92.98	2025-12-09	0.5125		0	0
NYSE:GSL	1	58.50	2026-02-24	0.53125		0	0
NASDAQ:GASS	1	12.13				0	0
NYSE:TEN	1	43.13	2026-02-11	0.375	Buy 95 at $28.75 ~= $2,731	0	0
NYSE:NMM	1	94.11	2026-02-09	0.05		0	0
NYSE:DSX	1	3.63				0	0
NYSE:ECO	1	64.17	2025-12-02	0.53		0	0
NASDAQ:SHIP	1	17.61	2025-12-29	0.0825		0	0
NASDAQ:SBLK	1	37.05	2025-12-05	0.075		0	0
NYSE:DD	1	75.45	2025-11-28	0.3575	Buy 54 at $50.30 ~= $2,716	71.94670431837368	52.503192245227424
NYSE:ELME	1	3.38	2026-01-08	0.18		0	0
NYSE:FIS	0.7843487858772278	50.58	2026-03-10	0.39		0	0
NASDAQ:LASR	0.7279811501502991	54.24				0	0
NASDAQ:III	0.710471510887146	4.95	2025-12-05	0.045		0	0
NASDAQ:MVIS	0.7093324065208435	0.81			Buy 589 at $0.78 ~= $459	0	0
NASDAQ:HCKT	0.681899905204773	14.61	2025-12-23	0.1175		0	0
NASDAQ:NOVT	0.599445641040802	152.50				0	0
