Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SMR	1	26.82			Buy 157 at $17.88 ~= $2,807	0	0
NASDAQ:DVLT	1	1.03				0	0
NASDAQ:MCHP	1	115.05	2025-11-24	0.455		0	0
NYSE:ASX	1	32.13			ADR	0	0
NASDAQ:QCOM	1	208.73	2026-03-05	0		0	0
NYSE:NKE	1	96.36	2025-12-01	0.4025	Buy 43 at $64.24 ~= $2,762	70.2576172763772	76.50004462141366
NYSE:BROS	1	85.70			Buy 49 at $57.13 ~= $2,799	0	0
NASDAQ:PI	1	193.50				0	0
NYSE:POR	1	77.25	2025-12-22	0.5125	Buy 54 at $51.50 ~= $2,781	0	0
NASDAQ:LSCC	1	130.13				0	0
NASDAQ:COLM	1	98.20	2026-03-09	0	Buy 43 at $65.47 ~= $2,815	400.3098705609613	412.45837644787935
NASDAQ:MPWR	1	1875.00	2025-12-31	1.4825		0	0
NYSE:ELME	1	3.34	2026-01-08	0.18	Buy 1263 at $2.23 ~= $2,816	0	0
NASDAQ:XPON	1	1.14				0	0
NYSE:KLC	1	7.30				0	0
NYSE:GBX	1	81.91	2026-01-27	0.315	Buy 51 at $54.61 ~= $2,785	17.67861743214789	90.75894319325113
NYSE:GWH	1	2.43				0	0
NASDAQ:CEVA	1	33.88				0	0
NYSE:LAD	1	521.01			Buy 8 at $347.34 ~= $2,779	0	0
NYSE:NWN	1	73.86	2026-01-30	0.49	Buy 57 at $49.24 ~= $2,807	0	0
