Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:III	1	7.06	2025-12-05	0.045		0	0
NYSE:DD	1	75.97	2026-03-02	0.3575	Buy 197 at $50.65 ~= $9,978	72.19556712310157	52.709278048466004
NYSE:ELME	1	3.31	2026-01-08	0.18		0	0
NYSE:STM	0.9158040881156921	36.28	2026-03-24	0	ADR	0	0
NASDAQ:EXPE	0.8309953808784485	210.54	2026-03-05	0.4		192.92924851964395	330.07060493410216
NASDAQ:ADTN	0.7916518449783325	10.79				0	0
NASDAQ:INDI	0.7870569825172424	3.71				0	0
NASDAQ:GDYN	0.756798267364502	7.01				0	0
NYSE:INGM	0.747774064540863	22.58			GTC: delete	0	0
NASDAQ:HLIT	0.7414132356643677	11.28				0	0
NASDAQ:INSG	0.7212938070297241	14.18				0	0
NASDAQ:TTGT	0.7014561295509338	4.93				0	0
NASDAQ:CEVA	0.6993048787117004	20.16				0	0
NYSE:CTS	0.6923468708992004	56.17	2026-03-27	0.04	Buy 185 at $53.98 ~= $9,986	0	0
NYSE:PH	0.6862209439277649	1062.89	2026-02-06	1.7575	Buy 1 at $1,021.79 ~= $1,022	1345.5757241011631	1480.6272550637864
NYSE:FIS	0.68551105260849	51.03	2026-03-10	0.39		0	0
NASDAQ:VISN	0.6663548350334167	19.58				0	0
NASDAQ:ACMR	0.6593666672706604	69.91				0	0
NYSE:BF.B	0.6576199531555176	31.63	2026-03-09	0.2265		32.14233507817441	35.20954176869489
NYSE:ONTO	0.62533038854599	221.89				0	0
