ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:ELME,2.1,17.68,2.18,2.17,3040710.57
NYSE:DD,33.335,83.4,50.41,49.43,293187780.00
NYSE:FIS,46.16,82.74,49.13,46.95,291760131.03
NASDAQ:III,2.95,6.4495,4.76,4.56,1846733.21
NASDAQ:HCKT,13.5369,31.28,13.96,13.8,5272087.58
NASDAQ:ADI,158.65,355.45,355.03,331.36,1584436856.97
NASDAQ:LASR,6.2,59.0,56.01,52.43,70063291.02
NYSE:NABL,4.47,10.408,4.76,5.31,10671966.35
NYSE:STM,17.25,35.07,33.62,33.61,334988337.04
NYSE:PH,488.45,1024.58,1022.23,982.21,616953823.31
NASDAQ:ADTN,6.93,12.44,10.07,9.94,11401389.07
NYSE:PM,142.11,190.98,183.4,188.95,899183550.17
NYSE:BF.B,25.315,38.85,29.99,30.67,111094323.85
NYSE:BF.A,25.53,38.21,30.34,30.84,4573469.25
NYSE:KR,58.6,74.9,66.36,70.14,476578700.89
NYSE:UIS,2.11,6.06,2.24,2.19,1938928.87
NYSE:NLOP,12.7553,34.53,13.65,19.45,6319779.93
NYSE:CTO,15.065,20.39,19.91,18.5,4248031.97
NYSE:LDOS,123.62,205.77,173.5,171.44,228921039.70
NASDAQ:MVIS,0.6505,1.93,0.8540000000000001,0.7,2415291.28
