ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:CISS,0.08199999999999999,5.9399,1.67,1.69,14165718.92
NASDAQ:IMPP,2.116965,6.57,3.78,3.65,2220566.79
NYSE:DAC,65.4,108.87,108.0,104.96,9238229.55
NASDAQ:ESEA,26.3,66.0,58.94,56.68,2040273.99
NYSE:GSL,17.7301,39.17,39.02,37.24,11079291.44
NASDAQ:GASS,4.9,8.35,8.32,8.1,868736.94
NYSE:TEN,13.402000000000001,29.89,29.73,27.53,7176604.58
NYSE:NMM,28.37,65.32,64.54,61.38,8812515.29
NYSE:DSX,1.27,2.53,2.46,2.34,1572608.98
NYSE:ECO,17.91,44.9275,44.31,41.04,13527518.87
NASDAQ:SHIP,4.78,13.555,13.47,11.05,3492933.27
NASDAQ:SBLK,12.06,24.94,24.71,23.37,23122047.11
NYSE:DD,33.335,84.82,51.35,49.43,301596505.84
NYSE:ELME,2.1,17.68,2.17,2.25,3558950.90
NYSE:FIS,46.16,82.74,48.58,50.55,325760331.23
NASDAQ:LASR,6.2,56.43,54.35,52.92,87397517.67
NASDAQ:III,2.95,6.4495,4.67,5.15,1998503.97
NASDAQ:MVIS,0.6505,1.93,0.7609999999999999,0.7425,2628660.53
NASDAQ:HCKT,13.5369,34.0234,15.22,15.31,4312326.54
NASDAQ:NOVT,98.27,153.2,145.63,145.05,54916718.36
