Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:CISS	1	2.31				0	0
NASDAQ:IMPP	1	5.58				0	0
NYSE:DAC	1	162.19	2026-02-23	0.875		231.47814038475988	340.69920912670824
NASDAQ:ESEA	1	85.86	2025-12-09	0.5125		0	0
NYSE:GSL	1	57.22	2026-02-24	0.53125		0	0
NASDAQ:GASS	1	11.87				0	0
NYSE:TEN	1	42.66	2026-02-11	0.375		0	0
NYSE:NMM	1	94.11	2026-02-09	0.05		0	0
NYSE:DSX	1	3.63				0	0
NYSE:ECO	1	64.65	2025-12-02	0.53		0	0
NASDAQ:SHIP	1	17.61	2025-12-29	0.0825		0	0
NASDAQ:SBLK	1	35.79	2025-12-05	0.075		0	0
NYSE:ELME	1	3.38	2026-01-08	0.18		0	0
NYSE:DD	0.9686515927314758	54.18	2025-11-28	0.3575	Buy 57 at $50.30 ~= $2,867	71.94670431837368	52.503192245227424
NASDAQ:III	0.7723634243011475	4.99	2025-12-05	0.045		0	0
NYSE:FIS	0.6936027407646179	49.15	2026-03-10	0.39		0	0
NASDAQ:HCKT	0.6709828972816467	14.70	2025-12-23	0.1175		0	0
NYSE:NABL	0.6304081082344055	5.67				0	0
NYSE:STM	0.6099697351455688	35.13	2026-03-24	0	ADR	0	0
NYSE:LDOS	0.5890359878540039	182.88	2025-12-15	0.4		0	0
