Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:ELME	1	3.31	2026-01-08	0.18	Buy 1253 at $2.21 ~= $2,769	0	0
NYSE:DD	0.9876954555511475	56.74	2025-11-28	0.3575	Buy 53 at $51.99 ~= $2,755	73.31316345783156	53.69778777868631
NYSE:FIS	0.9503217935562134	52.09	2026-03-10	0.39		0	0
NASDAQ:III	0.9171205759048462	5.05	2025-12-05	0.045		0	0
NASDAQ:HCKT	0.8660939931869507	16.08	2025-12-23	0.1175		0	0
NASDAQ:ADI	0.8069152235984802	372.61	2025-12-08	0.99		0	0
NASDAQ:LASR	0.7881706357002258	59.08				0	0
NYSE:NABL	0.7670252919197083	5.56				0	0
NYSE:STM	0.7138791680335999	35.76	2026-03-24	0	ADR	0	0
NYSE:PH	0.7095877528190613	1057.21	2026-02-06	1.7575	Buy 2 at $1,015.00 ~= $2,030	1323.430409454064	1459.2655225660833
NASDAQ:ADTN	0.690892219543457	10.70				0	0
NYSE:PM	0.6612027883529663	192.19	2025-12-26	1.41	Buy 14 at $185.00 ~= $2,590	325.9853584809001	350.4801576349661
NYSE:BF.B	0.629896879196167	30.54	2025-12-05	0.2265	Buy 70 at $29.44 ~= $2,061	31.61586896649662	34.69198868576595
NYSE:BF.A	0.6212069392204285	30.97	2025-12-05	0.2265		33.6565033845451	39.03093323181935
NYSE:KR	0.5977571606636047	72.18	2026-02-13	0.335		14.350430672748173	74.96171287737728
NYSE:UIS	0.5837145447731018	2.31				0	0
NYSE:NLOP	0.5760149955749512	14.27	2026-02-18	0		0	0
NYSE:CTO	0.5735363364219666	19.86	2025-12-11	0.38		0	0
NYSE:LDOS	0.5604594945907593	177.87	2026-03-16	0		0	0
NASDAQ:MVIS	0.5511239171028137	0.85				0	0
