ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:III,2.95,6.4495,4.69,4.67,1674763.34
NYSE:DD,33.335,83.4,50.74,51.35,260586010.31
NYSE:ELME,2.1,17.68,2.17,2.17,2760124.73
NYSE:STM,17.25,35.07,34.56,33.77,249359572.87
NASDAQ:ADTN,6.93,12.44,10.69,9.96,13002917.53
NYSE:INGM,14.25,23.93,20.49,21.85,7656629.43
NASDAQ:CEVA,18.23,38.94,21.32,20.09,11386369.04
NYSE:FIS,46.16,82.74,49.07,48.58,268499639.81
NASDAQ:INDI,1.53,6.05,3.6,3.7,15112717.29
NYSE:NABL,4.31,10.3,4.39,5.32,11110343.12
NASDAQ:EXPE,130.01,303.8,203.74,203.79,918854444.56
NASDAQ:TTGT,3.41,15.55,3.48,4.9,2723241.79
NASDAQ:GDYN,6.11,20.76,6.46,7.0,12495807.59
NASDAQ:LASR,6.2,61.8,60.6,54.35,82804282.87
NASDAQ:AVO,9.56,15.02,14.44,14.76,7452268.31
NYSE:ABEV,1.87,3.24,3.2,3.05,68895973.70
NYSE:UIS,2.11,6.06,2.46,2.2,3132361.41
NASDAQ:VISN,2.94,20.55,17.8,18.91,47248656.70
NYSE:KR,58.6,74.9,67.59,68.86,400965823.16
NASDAQ:MNST,50.93,85.77,85.41,83.18,495364671.40
