Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:DVLT	1	1.03				0	0
NYSE:SMR	1	23.92			Buy 175 at $15.95 ~= $2,791	0	0
NYSE:ASX	1	30.72			ADR	0	0
NYSE:NKE	1	96.87	2025-12-01	0.4025	Buy 43 at $64.58 ~= $2,777	69.06066910906364	75.30884350640588
NYSE:BROS	1	82.08				0	0
NASDAQ:LASR	1	70.09				0	0
NASDAQ:LSCC	1	124.20				0	0
NYSE:ELME	1	3.33	2026-01-08	0.18	Buy 1257 at $2.22 ~= $2,791	0	0
NASDAQ:COLM	1	97.80	2025-11-20	0.3	Buy 42 at $65.20 ~= $2,738	0	0
NYSE:POR	1	77.47	2025-12-22	0.5125	Buy 54 at $51.65 ~= $2,789	0	0
NASDAQ:SIMO	1	195.19	2026-02-11	0	ADR	0	0
NASDAQ:XPON	1	1.14				0	0
NASDAQ:PI	1	232.31				0	0
NYSE:KLC	1	7.17				0	0
NYSE:GWH	1	2.34				0	0
NYSE:GBX	1	81.91	2026-01-27	0.315	Buy 51 at $54.61 ~= $2,785	17.766510572503595	90.98349908201604
NASDAQ:DMRC	1	8.28				0	0
NYSE:LAD	1	513.99			Buy 8 at $342.66 ~= $2,741	0	0
NYSE:NWN	1	73.36	2026-01-30	0.49	Buy 57 at $48.91 ~= $2,788	0	0
NYSE:VSH	0.9819006323814392	21.69	2025-12-03	0.1		0	0
