Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	1.000	23.25	15 May 2025	0.09375	Buy 355 at 15.50 ~= 5,503	19.53	28.73
NASDAQ:CALM	0.969	104.61	30 Apr 2025	1.685	Buy 88 at 97.11 ~= 8,546	748.53	781.03
NASDAQ:FFBC	0.916	25.70	2 Jun 2025	0.2375		-103.64	-98.31
NYSE:VVX	0.912	48.14			Buy 148 at 45.37 ~= 6,715	126.29	160.37
NASDAQ:SMBK	0.910	34.22	2 May 2025	0.08		-184.35	-173.80
NASDAQ:WSBC	0.907	32.92	6 Jun 2025	0.365		-185.59	-185.77
NASDAQ:CAC	0.895	42.36	15 Apr 2025	0.42		-281.10	-310.48
NYSE:KEY	0.874	17.02	27 May 2025	0.205		-103.29	-102.28
NASDAQ:CHCO	0.862	124.36	15 Jul 2025	0.77		-114.19	-99.34
NYSE:FINV	0.858	9.24	16 Apr 2025	0.505	ADR	18.84	19.13
NYSE:FHN	0.858	21.24	13 Jun 2025	0.15		-91.40	-89.60
NASDAQ:HBAN	0.841	16.82	17 Jun 2025	0.155		-80.23	-70.72
NYSE:WFC	0.840	82.87	9 May 2025	0.3875		-356.40	-344.56
NASDAQ:TRMK	0.834	36.59	30 May 2025	0.2325		-142.57	-132.74
NASDAQ:HAFC	0.833	24.60	5 May 2025	0.255		-163.44	-161.12
NASDAQ:BFC	0.821	122.67	25 Jun 2025	0.4125		-210.27	-197.83
NYSE:NIC	0.820	126.39	2 Jun 2025	0.28		-217.01	-199.19
NYSE:NBHC	0.820	38.65	30 May 2025	0.29		-133.12	-121.90
NASDAQ:PNFP	0.819	113.81	2 May 2025	0.225		-363.22	-359.94
NYSE:GVA	0.795	94.75	31 Mar 2025	0.13		188.85	198.87
NASDAQ:FRME	0.789	40.48	6 Jun 2025	0.35		-189.56	-184.53
NASDAQ:UMBF	0.789	108.91	10 Jun 2025	0.395		-455.98	-434.99
NASDAQ:WSFS	0.775	55.61	9 May 2025	0.15		-224.43	-212.54
NYSE:BBW	0.769	50.37	27 Mar 2025	0.205		0.00	0.00
