Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	1	22.63	2025-05-15	0.09375	Buy 422 at $15.09 ~= $6,368	19.44923627342789	28.69295242211238
NASDAQ:PPC	1	69.41	2025-04-03	0	Buy 141 at $46.27 ~= $6,524	34.526907056662694	65.07110298804957
NYSE:OI	1	20.61				0.9525202280148393	41.8869353636123
NASDAQ:CALM	1	155.32	2025-04-30	1.685		765.414646244832	798.3361795684109
NASDAQ:ROAD	1	159.72				96.31896501043703	146.68014294752447
NYSE:EME	1	740.09	2025-04-17	0.25		544.178773805982	606.6043095610278
NASDAQ:IGIC	1	34.50	2025-06-02	0		-3.0312179440969356	-3.0312179440969356
NASDAQ:TOI	0.9817748069763184	2.67				0.5210619375435629	1.4396963320481695
NYSE:TKR	0.9805386066436768	77.78	2025-05-13	0.34		48.56842371451888	79.33365106686367
NASDAQ:GLDD	0.9796072244644165	12.86				31.72989612600831	42.53120559890598
NASDAQ:STRL	0.9790801405906677	253.01				364.0862119913533	402.16638333173074
NYSE:STVN	0.9788694381713867	26.86	2025-06-05	0		11.091400956015846	28.776075397390354
NYSE:PWR	0.9763776063919067	395.70	2025-07-01	0.095		348.6204006759363	442.89567961407397
NYSEAMERICAN:UAMY	0.9669435620307922	3.15				2.9436338905211357	3.0616712173698177
NYSE:RBC	0.965491533279419	403.71				441.5263635608912	507.59591763104487
NASDAQ:IESC	0.9605754613876343	299.46				283.8517922324198	323.7124124700935
NYSE:PBI	0.9603512287139893	11.34	2025-05-19	0.0525		5.464605515839286	11.24902091077962
NASDAQ:BELFA	0.9518159031867981	87.78	2025-07-15	0.06		116.29860421317495	321.551037258163
NASDAQ:MGPI	0.9516630172729492	32.77	2025-05-16	0.12		44.772916839148586	55.55378481899318
