ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:HBAN,11.915,18.445,16.26,15.7,476609625.20
NYSE:KEY,12.725,20.0395,16.75,15.93,211859877.65
NYSE:SEM,14.0301,40.98,15.09,15.21,20455513.48
NYSE:MFG,3.45,6.08,5.6,5.51,13047828.83
NASDAQ:PPC,36.52,57.16,46.62,45.96,54017431.49
NASDAQ:CALM,58.59,116.41,101.86,100.21,78166807.39
NYSE:MAX,7.33,20.91,10.86,10.91,5082066.78
NASDAQ:ROAD,51.63,111.98,110.18,105.11,56753269.16
NASDAQ:POOL,282.22,395.597069,300.74,290.47,173200327.41
NASDAQ:FFBC,21.05,31.18,24.26,23.17,8442851.38
NYSE:NBHC,32.83,51.755,37.16,36.05,8192710.85
NASDAQ:IGIC,13.85,27.76,23.23,23.42,4003166.44
NASDAQ:IESC,129.16,320.085,291.09,270.52,48819781.33
NASDAQ:BANF,83.86,132.29,123.39,118.99,11819177.53
NASDAQ:CHCO,102.22,137.28,120.12,115.58,9232489.91
NYSE:ASR,248.88,359.9996,306.59,313.07,34352651.89
NASDAQ:SMBK,21.6735,37.72,32.73,31.3,1727483.89
NYSE:PWR,227.08,373.3,372.26,361.8,354407982.27
NASDAQ:MGPI,25.12,92.52,30.03,29.74,7324615.69
