Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:HBAN	1	24.13	2025-06-17	0.155	Buy 281 at $16.09 ~= $4,521	-79.80450717762797	-70.15354653642278
NYSE:PBI	1	15.48	2025-05-19	0.0525		5.326300489588094	11.11695069481342
NASDAQ:PPC	1	69.31	2025-04-03	0		34.08304436923005	64.6824400333319
NYSE:SEM	1	22.42	2025-05-15	0.09375		19.403195060564602	28.653750858976828
NYSE:MAX	1	16.32				29.683404773020136	31.45802527201923
NASDAQ:KRNT	1	28.59				18.357740706407778	21.821366094901535
NASDAQ:IGIC	1	33.90	2025-06-02	0		-3.8736882562141184	-3.8736882562141184
NASDAQ:ECPG	1	58.48				-46.75483773206926	-28.884920350806052
NASDAQ:SMBK	0.9991945028305054	37.13	2025-05-02	0.08		-183.4428371479248	-172.7133561146372
NASDAQ:TOI	0.9990196824073792	2.76				0.5319796080043742	1.451847210740522
NYSE:BANC	0.9985206127166748	15.71	2025-06-16	0.1		-168.72393121774869	-156.84589573785587
NASDAQ:IESC	0.9975757598876953	315.82				282.09357153558324	322.02935332783136
NASDAQ:ROAD	0.9952225089073181	118.53				95.14697324300616	145.60653813129161
NYSE:TKR	0.9856228232383728	77.69	2025-05-13	0.34		48.57210067972358	79.36671465688109
NYSE:KEY	0.984656572341919	17.97	2025-05-27	0.205		-102.73425309356075	-101.70102402331189
NYSE:HIMS	0.9832229614257812	52.54				75.61844770369856	77.4098823446354
NYSE:ASR	0.9829418659210205	329.78	2025-05-28	0	ADR	2130.4877297440876	3491.2282778089843
NASDAQ:MGPI	0.9819425344467163	32.43	2025-05-16	0.12		43.85548754052768	54.646543036832405
NASDAQ:STRL	0.9795237183570862	241.64				358.36340268366905	396.51347714859264
NYSE:PAC	0.9759767651557922	235.75	2025-05-27	0	ADR	373.6358306105445	445.1354480233685
