Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:PPC	1	68.07	2025-04-03	0		33.34086364954509	64.44643985398211
NASDAQ:CALM	1	151.13	2025-04-30	1.685		774.5194180490497	808.060145211979
NASDAQ:IGIC	1	35.89	2025-06-02	0		-2.114627888102356	-2.114627888102356
NYSE:ORN	0.9887005090713501	10.29				33.826829352016745	24.086024100709498
NASDAQ:SSRM	0.9871399998664856	13.82				12.324564812493906	14.090655304978045
NASDAQ:TREE	0.9826981425285339	39.55				51.7861230126138	15.705531550026574
NYSE:SEM	0.9800962805747986	16.59	2025-05-15	0.09375		19.88185424375542	29.19454442274843
NYSE:PBI	0.9781756401062012	11.92	2025-05-19	0.0525		6.224264304643594	12.071781941775043
NASDAQ:MGPI	0.976657509803772	33.26	2025-05-16	0.12		44.50243020375779	55.386068546641766
NYSE:PWR	0.9725879430770874	411.28	2025-07-01	0.095		368.6304803959307	464.68709380401367
NASDAQ:RGLD	0.9681913256645203	193.86	2025-07-03	0.15		254.83951355184678	260.7619617627022
NYSE:FINV	0.9676223993301392	10.50	2025-04-16	0.505	ADR	18.891778235940297	19.23272087785567
NASDAQ:ROAD	0.967531681060791	118.41				101.24547086232745	152.60731316541168
NASDAQ:EEFT	0.9589861035346985	109.95				333.69823506341453	100.17104427474025
NYSE:KBR	0.951717734336853	52.96	2025-06-13	0.15375		45.406517990908846	61.96725399260689
NYSE:AIZ	0.950931191444397	210.63	2025-06-09	0.76		-100.42402694417441	-56.421119498432425
NYSE:FLR	0.9267236590385437	54.76				82.1877717833397	88.23855951485157
NYSE:FIX	0.9257803559303284	550.98	2025-05-16	0.3375		705.8243033528804	759.2840225131123
NYSE:IRS	0.924831748008728	15.19			ADR	24.115612528544045	25.9999820806582
NYSE:BBW	0.9165834188461304	55.88	2025-06-26	0.205		132.21957237307845	146.81610057106212
