Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:PPC	1	69.59	2025-04-03	0		33.68420576439315	64.73269148475059
NASDAQ:ROAD	1	166.35				99.21616823415744	150.4762392591163
NASDAQ:TREE	1	55.44				51.207592122401216	15.19353469539006
NASDAQ:IGIC	1	35.05	2025-06-02	0		-2.652418164784911	-2.652418164784911
NYSE:ASR	1	468.72	2025-05-28	0	ADR	2168.789486697775	3552.2887134836083
NASDAQ:TFSL	0.9997810125350952	14.94	2025-06-10	0.2825		-35.90771041682703	-34.531665654987584
NYSE:SEM	0.9959987998008728	16.76	2025-05-15	0.09375		19.747287068435053	29.05302164320647
NASDAQ:IESC	0.977738082408905	319.28				290.7745816676473	331.321883102326
NASDAQ:CALM	0.9525228142738342	109.51	2025-04-30	1.685		773.8967041984433	807.3744599443403
NASDAQ:MGPI	0.941239595413208	32.30	2025-05-16	0.12		44.55909525724882	55.432366345870534
NYSE:PAC	0.9347072839736938	239.63	2025-05-27	0	ADR	385.58702183893183	458.1667799669836
NASDAQ:PAYX	0.9316864013671875	155.51	2025-05-12	0.98		0	0
NYSE:PWR	0.9255377650260925	399.49	2025-07-01	0.095		363.17185945494816	459.04731169603247
NASDAQ:STRL	0.9247186183929443	246.21				367.2883680562143	406.0071634631345
NYSE:FINV	0.9175832867622375	10.60	2025-04-16	0.505	ADR	19.110295839545795	19.45120130249299
NASDAQ:SMBK	0.9166685938835144	34.77	2025-05-02	0.08		-181.8303196511203	-170.96041803626468
NYSE:FIX	0.9155882000923157	552.40	2025-05-16	0.3375		697.3704582323361	750.7319436916154
NASDAQ:CASH	0.9148125052452087	82.64	2025-06-13	0.05		-62.88434256965753	-38.87665995965329
NASDAQ:GLDD	0.9101766347885132	13.20				32.60636454831907	43.58504643156035
NYSE:FLR	0.9061895608901978	54.89				80.48992872107257	86.5326973588167
