ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:CRTO,23.87,49.93,40.52,43.25,10645413.63
NYSE:BAK,3.735,10.9801,3.8,4.05,5789735.53
NASDAQ:INTR,3.88,7.835,4.25,4.04,8750871.26
NYSE:REZI,16.36,28.28,23.48,24.39,41601253.99
NYSE:NU,8.06,16.145,10.33,10.33,490250334.09
NASDAQ:HOVR,0.24,4.025,1.42,0.581701,3403292.83
NASDAQ:AFYA,14.52,22.48,15.85,15.24,1661426.83
NYSE:SUZ,8.78,12.98,10.04,9.86,18991050.81
NYSE:CSAN,5.295,16.45,5.38,5.45,7121920.98
NYSE:ERJ,16.88,40.34,36.45,36.58,26867828.07
NYSE:ITUB,4.9037,7.27,4.98,5.02,178638480.22
NYSE:TTE,52.09,75.39,55.521,53.76,5110682.08
NYSE:BRFS,2.45,4.87,4.05,4.28,10583825.26
NYSE:VIV,7.6,11.43,7.63,7.94,8989794.92
NYSE:CIG,1.73,2.7,1.8,1.84,4376065.44
NYSE:EBR,5.4619,9.11,5.73,5.68,11411480.63
NASDAQ:CRTO,23.87,49.93,40.52,43.25,10645413.63
NYSE:ELP,5.715,8.52,5.95,6.0,2059053.11
NYSE:VVX,37.0367,69.75,46.98,49.04,17493959.51
NYSE:WMS,113.875,184.27,115.58,114.63,83588622.19
NASDAQ:XP,11.68,26.7763,12.08,12.1,91656786.82
NYSE:PBR.A,11.52,17.32,11.55,12.07,65251093.40
NYSE:VALE,8.69,15.99,8.92,8.78,256696095.36
