Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:RKT	0.968	$19.32				$640.71	$647.73
NYSE:PFSI	0.953	$115.88	13 Aug 2024	0.225		$912.57	$920.65
NYSE:UWMC	0.946	$7.95	19 Sep 2024	0.1		$920.58	$926.11
NYSE:BFAM	0.938	$143.89				$194.41	$226.80
NASDAQ:OSW	0.917	$18.00	21 Aug 2024	0		$23.42	$26.48
NASDAQ:DOYU	0.904	$10.24	3 Sep 2024	0		-$289,259.66	$2,009,639.32
NASDAQ:AMWD	0.903	$99.88				$187.77	$254.20
NASDAQ:MGPI	0.902	$85.52	16 Aug 2024	0.12		$89.20	$72.69
NASDAQ:CHDN	0.901	$147.77				$137.31	$184.98
NASDAQ:EEFT	0.888	$105.11				$251.14	$270.00
NASDAQ:MLKN	0.874	$25.81	30 Aug 2024	0.1875		$0.00	$0.00
NASDAQ:NWS	0.850	$28.98	11 Sep 2024	0.05		$19.91	$60.82
NASDAQ:GOOD	0.846	$16.97	22 Oct 2024	0.3		$8.49	$13.88
NYSE:IX	0.844	$118.15				$124.30	$286.47
NYSE:FF	0.841	$6.64	3 Dec 2024	0.06		$45.61	$49.29
NYSE:WOR	0.832	$42.62	13 Dec 2024	0.2025		$0.00	$0.00
NYSE:LTH	0.831	$27.49				$4.18	$22.35
NYSE:BBY	0.829	$101.95	19 Sep 2024	0.93		$130.55	$172.83
NYSE:VVV	0.825	$43.33				$26.24	$34.94
NYSE:BRFS	0.825	$4.39				$11.22	$18.11
NYSE:MBC	0.823	$19.02				$0.00	$0.00
NASDAQ:LEE	0.820	$16.82				-$79.02	-$68.08
NYSE:TPC	0.816	$28.31				$18.72	$21.30
