ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,83.4,45.97,48.27,191514534.74
NYSE:CPRI,11.86,28.265,18.6,18.97,65542931.08
NYSE:ELME,2.1,17.68,2.14,2.15,2658790.74
NYSE:NLOP,12.7553,34.53,14.15,14.4,3450728.74
NASDAQ:REAL,4.61,17.392,10.65,11.63,55326577.78
NYSE:BTI,37.96,63.22,59.41,60.41,331271004.40
NYSE:CSTM,7.325,27.41,25.49,25.83,74962773.79
NYSE:DB,18.89,40.43,31.78,33.05,125221435.43
NASDAQ:MNST,54.0,87.38,76.7,78.99,627115033.25
NYSE:ABEV,2.1,3.24,3.02,2.94,58828639.16
NYSE:MDT,79.55,106.33,89.89,96.71,768932316.29
NASDAQ:ASML,578.51,1547.22,1383.4,1360.94,2327914012.04
NYSE:JMIA,1.6,14.72,7.93,7.57,12218721.38
NYSE:DBI,2.175,8.7508,5.89,6.96,3496651.66
NYSE:LUXE,6.18,11.38,8.81,9.27,2223399.11
NYSE:TPB,51.4814,146.9,91.31,107.57,69039054.54
NYSE:DEO,80.45,116.69,81.35,84.12,257579011.22
NYSE:DECK,78.91,133.43,105.26,109.86,241605599.44
NYSE:UNFI,20.78,43.293,37.68,37.94,29208489.90
NYSE:ONON,34.38,61.2882,41.02,43.91,305210215.67
