ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:BTI,37.96,63.22,58.33,62.12,338085527.78
NYSE:DD,33.335,83.4,45.24,49.64,188840784.01
NYSE:ELME,2.1,17.68,2.15,2.14,2742735.02
NYSE:ABEV,2.1,3.24,3.0,3.08,59780355.97
NYSE:CPRI,11.86,28.265,18.32,19.47,65517862.67
NASDAQ:CHEF,45.0,73.94,63.5,65.82,35982084.48
NYSE:DB,18.89,40.43,31.6,34.23,118960458.05
NYSE:CSTM,7.325,27.41,25.19,26.06,75009280.52
NASDAQ:REAL,4.61,17.392,10.87,11.87,56465799.05
NYSE:DEO,80.61,116.69,82.07,86.53,257011180.72
NYSE:WWW,9.58,32.8,16.71,17.97,32309520.73
NYSE:DECK,78.91,133.43,104.32,114.51,248618773.44
NYSE:JMIA,1.6,14.72,7.67,7.89,12547763.51
NYSE:MDT,79.55,106.33,91.34,98.1,763702193.84
NYSE:ONON,34.38,61.2882,41.18,46.76,304094636.38
NYSE:DBI,2.175,8.7508,6.02,7.2,3517741.59
NASDAQ:MNST,54.0,87.38,75.725,81.06,624441312.67
NASDAQ:ASML,578.51,1547.22,1357.42,1423.54,2328576148.63
NYSE:PM,142.11,191.3,173.25,183.82,961756641.33
NYSE:LUXE,6.18,11.38,8.75,9.68,2448379.42
