ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:ALEX,15.07,21.03,20.84,20.81,38531433.22
NASDAQ:RCKY,11.93,48.7,39.38,42.08,2263427.45
NYSE:DD,33.335,83.4,45.33,45.54,204024881.50
NASDAQ:VRA,1.39,3.7994,3.43,3.27,2585778.50
NYSE:ELME,1.98,17.68,2.01,2.09,3533592.24
NASDAQ:ANDE,31.03,72.1825,71.53,69.94,31653514.19
NYSE:UNFI,20.78,43.293,41.26,40.17,36886039.94
NASDAQ:REAL,4.61,17.392,8.85,9.94,32250616.34
NYSE:PM,142.11,191.3,163.87,172.83,911187953.45
NASDAQ:MNST,54.73,87.38,73.0,77.59,414505956.54
NYSE:LOW,206.385,293.06,234.43,239.71,661601422.18
NASDAQ:CVCO,393.53,713.01,475.24,505.95,73318547.90
NASDAQ:CHEF,45.0,73.94,59.57,62.78,27516907.39
NYSE:DECK,78.91,133.43,101.39,104.71,225389406.20
NYSE:KR,58.6,76.58,71.88,74.12,568221450.27
NASDAQ:AVO,9.6,15.02,12.99,12.16,13876677.39
NYSE:ONON,34.38,61.2882,39.59,39.79,204835725.39
NYSE:WWW,9.58,32.8,16.93,16.6,18444083.05
NASDAQ:STKL,3.32,6.94,6.47,6.45,10701089.04
NYSE:MO,52.82,70.51,64.32,66.97,760028655.98
