ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:ELME,2.05,17.68,2.06,2.14,2919317.39
NASDAQ:REAL,4.61,17.392,9.56,11.31,38842782.58
NYSE:DD,33.335,83.4,44.9,45.26,197931108.67
NASDAQ:CHEF,45.0,73.94,64.6,62.9,33480922.40
NYSE:WWW,9.58,32.8,15.98,16.41,21409063.38
NYSE:ABEV,2.1,3.24,2.86,2.92,65347566.92
NYSE:UNFI,20.78,43.293,41.66,36.47,33821067.84
NASDAQ:MNST,54.17,87.38,77.11,75.61,496821742.65
NASDAQ:RCKY,11.93,48.7,42.62,43.77,2428441.25
NYSE:BF.A,23.54,35.955,23.85,25.74,6511380.56
NYSE:DBI,2.175,8.7508,5.54,6.16,3278387.74
NYSE:BF.B,23.06,36.22,23.49,25.26,199388348.07
NYSE:PM,142.11,191.3,174.66,169.98,1004266271.59
NYSE:ONON,34.38,61.2882,37.99,41.46,332594448.87
NYSE:DECK,78.91,133.43,100.78,104.25,229946600.24
NASDAQ:KLAC,551.33,1693.35,1418.64,1344.55,1454805669.14
NYSE:TDG,1183.6,1623.825,1214.66,1294.53,420530090.19
NASDAQ:VRA,1.39,3.7,3.48,2.66,2174749.63
NYSE:ACI,15.8,23.2,17.27,17.77,100108146.19
NYSE:KR,58.6,76.58,75.6,74.11,579258086.67
