Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps
NYSE:BTI	1	86.89	2026-03-27	0.6125	Buy 135 at $57.93 ~= $7,821; ADR	0	0	3.5803
NYSE:DD	1	68.94	2026-03-02	0.3575	Buy 235 at $45.96 ~= $10,801	66.76715778187362	47.480735628010024	-1.9050
NYSE:ELME	1	3.29	2026-01-08	0.18		-1.5382937478027798	6.34710750257231	-1.7349
NYSE:ABEV	0.9830291867256165	3.18	2025-12-22	0.3645	ADR	47.807020773723806	55.341074128701685	0.4090
NYSE:CPRI	0.9633165597915649	19.77				64.30704686036628	72.66227004446546	-4.2295
NASDAQ:CHEF	0.9573944807052612	67.79				135.6368744013242	171.82067297952656	1.7782
NYSE:DB	0.9469323754310608	33.65				213.8666960807584	263.602023358001	3.7580
NYSE:CSTM	0.9387032985687256	27.47				20.30586257083757	43.052060696206446	1.7157
NASDAQ:REAL	0.9359115958213806	12.12				16.037361958349624	18.92944929082396	-0.3513
NYSE:DEO	0.9355239272117615	88.29			ADR	0	0	3.4139
NYSE:WWW	0.9284159541130066	17.72	2026-04-01	0.1	GTC: delete	87.22541627846704	98.99442433067595	1.1687
NYSE:DECK	0.9060111045837402	113.84				574.2500186806093	583.085392326392	7.3259
NYSE:JMIA	0.9032421708106995	8.24			ADR	7.0872338163695305	7.743544635383254	-0.5025
NYSE:MDT	0.893970787525177	98.07	2026-03-27	0.7075		167.88407606561358	209.51653695735618	3.5938
NYSE:ONON	0.8876469135284424	45.73				60.64038993797104	68.79891843382688	0.7770
NYSE:DBI	0.8831311464309692	6.86				42.41270004034985	61.91400836397146	-0.6336
NASDAQ:MNST	0.881446897983551	80.68				102.78215871214263	105.07730409492797	1.9478
NASDAQ:ASML	0.8804450631141663	1413.37	2026-04-27	1.875	ADR	3302.1949397946355	3357.0727442102716	29.9208
NYSE:PM	0.878959059715271	179.63	2026-03-19	1.41		310.2347305747055	334.3545847512401	7.3901
NYSE:LUXE	0.8674289584159851	9.97			GTC: delete	0	0	3.3424
