date,symbol,amount
2026-08-03,NYSE:SITC,1
2026-05-18,NASDAQ:FHB,0.26
2026-05-29,NYSE:CPF,0.29
2026-05-07,NYSE:MATX,0.36
2026-08-06,NYSE:MATX,0.38
2026-05-15,NYSE:DD,0.2
2026-05-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-05-29,NYSE:BOH,0.7
2026-06-22,NASDAQ:AVGO,0.65
2026-04-10,NYSE:TOL,0.26
2026-07-10,NYSE:TOL,0.26
2026-05-22,NYSE:NXDT,0.15
2026-05-14,NYSE:HTGC,0.4
2026-07-15,NYSE:HTGC,0.3906
2026-03-31,NASDAQ:CCAP,0.42
2026-05-29,NASDAQ:CCAP,0.03
2026-06-30,NASDAQ:CCAP,0.34
2026-07-06,NYSE:GE,0.47
2026-06-15,NYSE:IBP,0.39
