Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps
NYSE:DD	1	72.91	2026-03-02	0.3575	Buy 133 at $48.61 ~= $6,465	70.7091465742719	50.73067188323391	-1.9050
NYSE:ELME	1	3.25	2026-01-08	0.18		0	0	-1.4821
NYSE:BTI	0.9625224471092224	67.29	2026-03-27	0.6125	ADR	0	0	3.5797
NYSE:DEO	0.9219405651092529	90.01			ADR	0	0	3.4139
NYSE:CPRI	0.8956477642059326	20.57				67.18950022365357	75.67300783519559	-4.2295
NYSE:TT	0.8433982729911804	480.98	2026-03-06	0.94		735.5036575918646	766.0604754347884	13.1865
NYSE:PM	0.8417147397994995	192.62	2025-12-26	1.41		324.4047876849914	349.2866032157833	7.3901
NASDAQ:MNST	0.8173589706420898	84.81				110.49590762449223	112.02779085335	1.9502
NASDAQ:EXPE	0.8109967708587646	228.39	2026-03-05	0.4		206.23975097800738	346.3543225250939	11.0588
NYSE:DECK	0.8013032674789429	115.94				596.095821642724	605.2106287864463	7.3259
NASDAQ:BKNG	0.8001243472099304	4395.26	2026-03-06	9.6		7141.018287594985	7589.904657934138	170.6169
NYSE:ABEV	0.795654296875	3.11	2025-12-22	0.3645	ADR	49.518730520652454	57.315629917854274	0.4090
NYSE:MDT	0.7862651944160461	102.31	2025-12-26	0.7075		176.929213242626	219.73667966164473	3.5938
NASDAQ:ANDE	0.7720974683761597	69.45	2026-04-01	0.195		294.326194124373	333.9083193283666	2.8251
NASDAQ:CCEP	0.7625793218612671	111.55				0	0	4.3133
NYSE:WWW	0.7621129155158997	18.72	2026-04-01	0.1		90.73423313503781	102.79361206692381	1.1565
NYSE:LUXE	0.7598577737808228	9.95				0	0	3.3424
NASDAQ:RCKY	0.7538866400718689	48.24	2026-03-02	0.155		0	0	2.9725
NASDAQ:FOSL	0.7491602897644043	4.63				0	0	-1.1107
NYSE:KR	0.7478079199790955	72.84	2026-02-13	0.335		14.163590411294738	75.24173751673678	1.2467
