Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps
NYSE:ELME	1	3.24	2026-01-08	0.18		-1.5298328111768935	6.3316389355665015	-1.7349
NASDAQ:REAL	0.9959357976913452	12.30				15.350078952638333	18.23675655027943	-0.3513
NYSE:DD	0.9661643505096436	50.30	2026-03-02	0.3575	Buy 230 at $46.75 ~= $10,753	67.36117270664138	48.15899802232845	-1.9050
NASDAQ:LRCX	0.9617167711257935	237.17	2026-03-04	0.245		286.02953822813413	291.9754667580966	4.9756
NASDAQ:AMBA	0.9417576193809509	59.32				0	0	-1.7622
NASDAQ:KLAC	0.8950463533401489	1573.95	2026-02-17	1.85		2034.9871227379913	2087.663353598576	34.7734
NASDAQ:CAMT	0.8686090111732483	169.34				0	0	1.1068
NASDAQ:TER	0.8657047152519226	326.67	2026-02-13	0.12		344.0528752012482	352.9923507166225	3.5390
NYSE:DECK	0.8463181853294373	112.89				573.3095068053531	582.1111712763451	7.3259
NYSE:WWW	0.8446416854858398	17.71	2026-04-01	0.1	GTC: delete	86.99609127613583	98.72972483987067	1.1687
NASDAQ:ACLS	0.8376224637031555	92.13			GTC: delete	125.03977664179973	130.14159267260916	3.9142
NASDAQ:MNST	0.8352168202400208	81.59			Buy 102 at $77.62 ~= $7,917	103.77320240872648	106.05926471085219	1.9478
NYSE:DBI	0.8318990468978882	6.56				41.91425979178594	61.36351518294464	-0.6336
NYSE:ABEV	0.8292074799537659	3.23	2025-12-22	0.3645	ADR	47.71420594011796	55.216559027020615	0.4090
NASDAQ:ASML	0.8131433725357056	1476.63	2026-04-27	1.875	ADR	3384.0123851786134	3438.6785526611034	29.9208
NYSE:PM	0.8068258762359619	182.74	2026-03-19	1.41		312.3644716337318	336.3924097971204	7.3901
NASDAQ:AVGO	0.7996830940246582	370.07	2026-03-23	0.62		443.6502703831827	476.08669395961255	5.2669
NASDAQ:MPWR	0.7994011640548706	1143.68	2026-03-31	1.56		1175.9976277647177	1196.2456254285642	12.5397
NYSE:ONTO	0.7937701344490051	210.52				262.17487941018265	281.32445405486874	2.7516
NYSE:TPB	0.7793221473693848	97.93	2026-03-20	0.075		168.93507840747344	177.7377361364742	3.0387
