ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:ELME,2.05,17.68,2.06,2.14,2919317.39
NYSE:DD,33.335,83.4,44.9,45.26,197931108.67
NYSE:SITC,5.635,13.27,5.67,6.13,5872832.52
NASDAQ:MNST,54.73,87.38,77.11,75.61,496821742.65
NYSE:TDG,1183.6,1623.825,1214.66,1294.53,420530090.19
NYSE:ABEV,2.1,3.24,2.86,2.92,65347566.92
NYSE:UNFI,20.78,43.293,41.66,36.47,33821067.84
NASDAQ:RCKY,11.93,48.7,42.62,43.77,2428441.25
NYSE:SYY,67.12,91.845,85.49,85.23,287197823.41
NASDAQ:VRA,1.39,3.7,3.48,2.66,2174749.63
NYSE:DECK,78.91,133.43,100.78,104.25,229946600.24
NASDAQ:REAL,4.61,17.392,9.56,11.31,38842782.58
NYSE:KR,58.6,76.58,75.6,74.11,579258086.67
NYSE:CMI,260.0189,617.98,535.71,539.23,506182193.23
NASDAQ:WWD,146.82,403.3099,356.8,373.9,244264560.52
NYSE:IBP,150.83100000000002,349.0,284.69,305.92,117787911.08
NASDAQ:KDP,25.03,36.12,27.41,28.25,261561048.43
NYSE:PM,142.11,191.3,174.66,169.98,1004266271.59
NASDAQ:CHEF,45.0,73.94,64.6,62.9,33480922.40
NYSE:KBH,48.9,68.71,52.95,57.79,56139312.21
