Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps
NYSE:DD	1	65.88	2026-03-02	0.3575	Buy 250 at $43.92 ~= $10,980	63.260904262165354	44.47272845731388	-1.9050
NYSE:ELME	1	3.06	2026-01-08	0		-1.6674147416809708	6.0770949577251026	-1.7349
NYSE:CTOS	0.9505707621574402	6.70				-7.747041899149881	8.243386345995974	-0.1370
NYSE:WWW	0.9045615792274475	17.60	2026-04-01	0.1	GTC: delete	84.33665834422538	95.98920386875093	1.1781
NYSE:LOW	0.8973364233970642	243.36	2026-01-21	1.1875	Buy 31 at $229.86 ~= $7,126	203.98770226281542	251.9833802660195	11.8620
NASDAQ:MGRC	0.8860670924186707	112.43	2026-04-16	0.485		236.9543197300656	315.807782399833	6.3510
NYSE:AL	0.8839402794837952	68.36	2026-03-02	0.22		-206.48321384358712	-108.99947162016704	9.7147
NYSE:URI	0.8591272830963135	757.45	2026-02-11	1.79		956.8355446009616	1852.829758209812	39.5886
NASDAQ:VRA	0.8556994795799255	3.80				45.14991748712048	47.74302023655174	-1.7125
NYSE:SYY	0.8399964570999146	86.98	2026-04-02	0.5325		92.04447267304117	127.94093469293686	3.7521
NYSE:ALTG	0.8216463923454285	5.91				35.38789620420772	78.8700475317891	-2.4886
NASDAQ:MNST	0.81199711561203	78.14				100.2796938301535	102.52138076423445	1.9478
NYSE:ONON	0.8064936995506287	40.76				60.58245470778833	70.41000397447624	0.8370
NASDAQ:AVGO	0.802349865436554	336.99	2026-03-23	0.62		409.45513200309944	441.32613886415487	5.2743
NYSE:AER	0.798488974571228	140.93	2026-02-25	0.3025		-19.63186348500187	-11.784886919985695	23.0466
NYSE:KR	0.7884796261787415	77.79	2026-05-15	0.3425		107.3865357035527	158.9919083253552	1.6547
NYSE:BF.B	0.7732032537460327	24.50	2026-03-09	0.22775		78.05248222255761	82.72738645876026	2.7802
NASDAQ:KDP	0.766768753528595	28.52	2026-03-27	0.23	GTC: delete	33.05030952921159	36.09540135382358	1.5302
NASDAQ:ATPC	0.7617600560188293	2.50				0	0	-1.9081
NASDAQ:JBIO	0.7483444809913635	14.80				0	0	-2.5836
