Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps
NYSE:DD	1	68.16	2026-03-02	0.3575	Buy 235 at $45.44 ~= $10,678	66.76715778187362	47.480735628010024	-1.9050
NYSE:CPRI	1	27.78				64.30704686036628	72.66227004446546	-4.2295
NYSE:ELME	1	3.24	2026-01-08	0.18		-1.5382937478027798	6.34710750257231	-1.7349
NYSE:NLOP	0.9710630178451538	15.42	2026-02-18	0		108.95206910863979	152.82989328243963	-9.8057
NASDAQ:REAL	0.9642151594161987	11.83				16.037361958349624	18.92944929082396	-0.3513
NYSE:BTI	0.9585589170455933	62.88	2026-03-27	0.6125	Buy 136 at $58.61 ~= $7,971; ADR	0	0	3.5803
NYSE:CSTM	0.9556800723075867	27.17				20.30586257083757	43.052060696206446	1.7157
NYSE:DB	0.946097195148468	33.83				213.8666960807584	263.602023358001	3.7580
NASDAQ:MNST	0.9301146864891052	80.65				102.78215871214263	105.07730409492797	1.9478
NYSE:ABEV	0.9082218408584595	3.18	2025-12-22	0.3645	ADR	47.807020773723806	55.341074128701685	0.4090
NYSE:MDT	0.900229275226593	96.96	2026-03-27	0.7075		167.88407606561358	209.51653695735618	3.5938
NASDAQ:ASML	0.9001467227935791	1439.44	2026-04-27	1.875	ADR	3302.1949397946355	3357.0727442102716	29.9208
NYSE:JMIA	0.8949762582778931	8.14			ADR	7.0872338163695305	7.743544635383254	-0.5025
NYSE:DBI	0.8903114199638367	6.41				42.41270004034985	61.91400836397146	-0.6336
NYSE:LUXE	0.8864976167678833	9.45			GTC: delete	0	0	3.3424
NYSE:TPB	0.8710771799087524	98.40	2026-03-20	0.075		169.59230009680024	178.43011288523965	3.0387
NYSE:DEO	0.8703780174255371	86.95			ADR	0	0	3.4139
NYSE:DECK	0.86081463098526	110.17				574.2500186806093	583.085392326392	7.3259
NYSE:UNFI	0.8498729467391968	41.17				51.48504028212283	-20.720612356543565	-1.6576
NYSE:ONON	0.8486759066581726	43.58				60.64038993797104	68.79891843382688	0.7770
