date,symbol,amount
2026-05-15,NYSE:DD,0.2
2026-05-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-03-27,NYSE:BTI,0.834851
2026-07-10,NYSE:BTI,0.834851
2026-04-17,NYSE:DEO,0.8
2026-03-06,NYSE:TT,1.05
2026-06-05,NYSE:TT,1.05
2026-03-19,NYSE:PM,1.47
2026-06-25,NYSE:PM,1.47
2026-03-05,NASDAQ:EXPE,0.48
2026-05-28,NASDAQ:EXPE,0.48
2026-03-06,NASDAQ:BKNG,10.5
2026-06-05,NASDAQ:BKNG,0.42
2026-06-24,NYSE:ABEV,0.009165
2026-03-27,NYSE:MDT,0.71
2026-06-26,NYSE:MDT,0.72
2026-04-01,NASDAQ:ANDE,0.2
2026-07-01,NASDAQ:ANDE,0.2
2026-05-15,NASDAQ:CCEP,0.96
2026-04-01,NYSE:WWW,0.1
2026-07-01,NYSE:WWW,0.1
2026-06-01,NASDAQ:RCKY,0.17
2026-05-15,NYSE:KR,0.35
2026-08-14,NYSE:KR,0.39
