Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps
NYSE:ALEX	1	15.63				21.294261302963427	27.04659895207608	0.8875
NASDAQ:RCKY	1	61.50	2026-03-02	0.155		119.1292558501113	136.9213861303226	2.9556
NYSE:DD	1	67.45	2026-03-02	0.3575	Buy 140 at $44.97 ~= $6,296	63.260904262165354	44.47272845731388	-1.9050
NASDAQ:VRA	1	5.19				45.14991748712048	47.74302023655174	-1.7125
NYSE:ELME	1	3.12	2026-01-08	0.162		-1.6674147416809708	6.0770949577251026	-1.7349
NASDAQ:ANDE	0.9530227780342102	73.36	2026-04-01	0.195	Buy 92 at $68.50 ~= $6,302	284.73833934664646	323.0754794997907	2.8107
NYSE:UNFI	0.9161636233329773	42.75				126.65721991296404	193.01905164243487	-1.2839
NASDAQ:REAL	0.9036077857017517	10.18				13.205319009489454	16.065264169546214	-0.3513
NYSE:PM	0.8997525572776794	174.71	2026-03-19	1.41	Buy 34 at $164.96 ~= $5,609	298.9491592446548	322.52802267047196	7.2899
NASDAQ:MNST	0.8962929844856262	80.03				100.2796938301535	102.52138076423445	1.9478
NYSE:LOW	0.8882614374160767	250.33	2026-04-22	1.1875		203.98770226281542	251.9833802660195	11.8620
NASDAQ:CVCO	0.8840592503547668	513.08				724.505203252499	754.0289505055451	23.7618
NASDAQ:CHEF	0.8791127800941467	63.44				128.18075717118717	163.5352077317963	1.7782
NYSE:DECK	0.877072274684906	109.49				558.8924488948642	567.5294173196215	7.3259
NYSE:KR	0.8711283802986145	76.96	2026-05-15	0.3425		107.3865357035527	158.9919083253552	1.6547
NASDAQ:AVO	0.8612903952598572	13.63				27.32915393249777	29.197437504012456	0.4672
NYSE:ONON	0.8571738600730896	42.70				60.58245470778833	70.41000397447624	0.8370
NYSE:WWW	0.8404324650764465	17.75	2026-04-01	0.1	GTC: delete	84.33665834422538	95.98920386875093	1.1781
NASDAQ:STKL	0.825855553150177	6.83				5.376932326462434	8.387119275581659	0.1332
NYSE:MO	0.8253114223480225	68.43	2026-03-25	1.04		173.39794865835376	175.78369977838372	4.1552
