Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps
NYSE:ELME	1	3.19	2026-01-08	0.18		-1.6244043117293108	6.166361349229831	-1.7349
NYSE:DD	0.9763515591621399	49.66	2026-03-02	0.3575		65.93710169514918	46.98475790995486	-1.9050
NYSE:SITC	0.8753573894500732	6.15	2025-12-15	0		26.11393854233047	96.53149108236161	3.3903
NASDAQ:RCKY	0.8295421004295349	46.58	2026-03-02	0.155		123.6798350547917	141.63996733630177	2.9680
NYSE:ABEV	0.8106094002723694	3.07	2025-12-22	0.2785	ADR	7.2962261932933075	8.18063452246544	0.1814
NASDAQ:MNST	0.8058304190635681	81.72				103.89087728492183	106.15010955353512	1.9478
NYSE:DBI	0.7798076868057251	6.14				40.89663613615387	60.191462041767686	-0.6336
NASDAQ:REAL	0.754574179649353	10.66				14.178894584372985	17.049469969301438	-0.3513
NYSE:TDG	0.7489357590675354	1306.77				1592.9036122086554	1728.6812112728292	34.8302
NYSE:PH	0.7412481904029846	953.85	2026-02-06	1.7575		1202.4890018534745	1334.2492415346271	28.0235
NYSE:DECK	0.7326803207397461	107.82				563.0288646041495	571.7309533041331	7.3259
NYSE:KR	0.731879711151123	79.13	2026-02-13	0.3425		110.22787812501083	162.0164295769142	1.6547
NYSE:GOOS	0.7115421891212463	11.44				154.66993976179103	175.7307132067707	0.3064
NYSE:UNFI	0.7101403474807739	43.59				0	0	-1.2801
NYSE:CMI	0.7064012885093689	568.62	2026-02-20	1.91		879.8490550130138	1023.8905055465012	20.5768
NASDAQ:STKL	0.6993423700332642	6.72				5.337758101181927	8.364362674152039	0.1332
NASDAQ:CHEF	0.6965724229812622	67.36				135.59276097763077	171.21941212912486	1.7782
NASDAQ:LULU	0.6933825612068176	165.97				212.85155815208228	292.1001244273584	15.5158
NYSE:SYY	0.6872043609619141	89.38	2026-04-02	0.5325		96.6221778278027	132.7849398165332	3.7521
NASDAQ:CROX	0.6843471527099609	84.30				278.5530505229154	300.236876794469	-1.6164
