Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps
NASDAQ:MGRC	1	159.54	2026-04-16	0.485	Buy 68 at $106.36 ~= $7,232	236.9543197300656	315.807782399833	6.3510
NYSE:DD	1	65.88	2026-03-02	0.3575	Buy 250 at $43.92 ~= $10,980	63.260904262165354	44.47272845731388	-1.9050
NYSE:ELME	1	3.06	2026-01-08	0.162		-1.6674147416809708	6.0770949577251026	-1.7349
NASDAQ:VRA	0.9807549715042114	3.92				45.14991748712048	47.74302023655174	-1.7125
NYSE:WWW	0.9503387212753296	17.77	2026-04-01	0.1	GTC: delete	84.33665834422538	95.98920386875093	1.1781
NYSE:CTOS	0.9401322603225708	6.68				-7.747041899149881	8.243386345995974	-0.1370
NASDAQ:MNST	0.939004123210907	79.47				100.2796938301535	102.52138076423445	1.9478
NASDAQ:ANDE	0.8998454809188843	72.68	2026-04-01	0.195		284.73833934664646	323.0754794997907	2.8107
NASDAQ:AVGO	0.8720409274101257	339.27	2026-03-23	0.62		409.45513200309944	441.32613886415487	5.2743
NYSE:AL	0.8681696057319641	68.23	2026-03-02	0.22		-206.48321384358712	-108.99947162016704	9.7147
NYSE:SYY	0.8659917712211609	87.22	2026-04-02	0.5325		92.04447267304117	127.94093469293686	3.7521
NYSE:LOW	0.8651971220970154	242.37	2026-01-21	1.1875		203.98770226281542	251.9833802660195	11.8620
NASDAQ:AVO	0.8651883006095886	13.25				27.32915393249777	29.197437504012456	0.4672
NASDAQ:RCKY	0.8628942966461182	42.82	2026-03-02	0.155		119.1292558501113	136.9213861303226	2.9556
NYSE:AER	0.8528670072555542	141.63	2026-02-25	0.3025		-19.63186348500187	-11.784886919985695	23.0466
NYSE:ALTG	0.8389762043952942	5.92				35.38789620420772	78.8700475317891	-2.4886
NASDAQ:SNDL	0.838369607925415	1.46				3.3898534235310542	4.899946043689209	-0.0423
NASDAQ:REAL	0.8364255428314209	9.71				13.205319009489454	16.065264169546214	-0.3513
NASDAQ:KDP	0.8289721608161926	28.66	2026-03-27	0.23	GTC: delete	33.05030952921159	36.09540135382358	1.5302
NASDAQ:CROX	0.8262915015220642	80.92				274.9706918597456	296.534427489735	-1.6164
