ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:RCKY,11.93,48.7,41.63,43.59,2607729.01
NYSE:DD,33.335,83.4,44.0,45.99,192375694.92
NYSE:ELME,2.05,17.68,2.06,2.13,2873112.68
NYSE:DECK,78.91,133.43,104.54,102.72,216033584.83
NASDAQ:VRA,1.39,3.7,3.53,2.49,2468032.34
NASDAQ:MNST,54.73,87.38,74.09,77.52,441904227.54
NYSE:ONON,34.38,61.2882,39.05,39.44,230487722.10
NASDAQ:ANDE,31.03,71.54,69.47,67.79,24933646.57
NYSE:WWW,9.58,32.8,16.61,16.23,17608389.54
NASDAQ:REAL,4.61,17.392,9.44,10.04,31320230.06
NASDAQ:STKL,3.32,6.94,6.48,6.46,14465067.69
NYSE:ABEV,2.1,3.24,2.83,2.99,67309713.73
NYSE:UNFI,20.78,43.293,39.3,40.76,37131786.17
NYSE:KR,58.6,76.58,73.28,72.19,586712546.65
NASDAQ:SNDL,1.15,2.89,1.38,1.54,2048373.28
NYSE:BF.A,23.07,35.955,23.22,24.67,5514562.87
NASDAQ:CVGW,18.4,28.72,24.57,25.16,6431161.50
NYSE:BF.B,22.61,36.18,22.94,24.22,148260204.62
NYSE:ACI,15.8,23.2,17.28,16.44,101287825.81
NYSE:LOW,206.385,293.06,231.09,246.88,606958758.60
