Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:PBI	1	16.75	2025-05-19	0.0525	Buy 1254 at $11.17 ~= $14,007	6.164264304643594	12.011781941775043
NYSE:PWR	1	572.33	2025-07-01	0.095	Buy 8 at $381.55 ~= $3,052	370.42048039593067	466.4770938040136
NASDAQ:CALM	1	150.60	2025-04-30	1.685		775.0994180490497	808.6401452119791
NYSE:FIX	1	812.32	2025-05-16	0.3375		724.7443033528804	778.2040225131124
NYSE:EME	1	807.45	2025-04-17	0.25		591.9899510860037	655.6059551539398
NASDAQ:RGLD	1	267.12	2025-07-03	0.15		250.35951355184676	256.2819617627022
NASDAQ:EEFT	1	153.13				333.25823506341453	99.73104427474026
NASDAQ:IESC	1	447.47				301.1680708630492	341.7931148226605
NYSE:FINV	0.9982097148895264	10.86	2025-04-16	0.505	ADR	25.53274403843065	26.568752540398176
NASDAQ:BOOM	0.9782182574272156	9.12				4.412628456144322	34.04555460321788
NASDAQ:FTAI	0.9659655094146729	128.56	2025-05-16	0.3		53.297253017739024	64.48971378385022
NYSE:SEM	0.9619550108909607	16.62	2025-05-15	0.09375		20.141854243755418	29.454544422748427
NASDAQ:WSC	0.946472704410553	30.50	2025-06-04	0.0175		40.29536543094196	61.42473734348896
NYSEAMERICAN:UAMY	0.9351515173912048	2.70				2.556035658196572	2.675664900687739
NASDAQ:AIRS	0.9273780584335327	5.46				6.757425546989784	5.216837514717735
NASDAQ:SSRM	0.9273347854614258	13.59				11.994564812493905	13.760655304978044
NYSE:HIMS	0.9162455797195435	53.93				60.96495122239077	62.780385440744396
NYSE:BBW	0.9113872647285461	58.23	2025-06-26	0.205		133.92957237307846	148.52610057106213
NASDAQ:TREE	0.9072165489196777	40.06				52.456123012613816	16.375531550026583
NASDAQ:WSBC	0.9045705795288086	33.89	2025-06-06	0.365		-184.04120201764695	-184.2293003877612
