Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:NCNA	1	0.09			Buy 120287 at $0.06 ~= $7,217; ADR	0	0
NYSE:NU	1	20.31				0	0
NYSE:BAC	1	70.52	2025-06-06	0.255		0	0
NYSE:VALE	1	14.80			GTC: delete; ADR	0	0
NYSE:ABEV	1	3.54	2025-05-19	0.167	GTC: delete; ADR	0	0
NYSE:BBD	1	4.40	2025-07-02	0.01625	ADR	0	0
NASDAQ:TLRY	1	1.02				0	0
NASDAQ:GRAB	1	7.77				0	0
NASDAQ:SOUN	1	17.59				0	0
NYSE:NEM	1	90.95	2025-05-27	0.25		0	0
NASDAQ:RGTI	1	19.53				0	0
NYSE:HIMS	1	79.86				0	0
NYSE:AES	1	19.82	2025-05-01	0.17425		0	0
NYSE:GGB	1	4.44	2025-05-12	0.16	ADR	0	0
NYSE:CNC	1	46.35				0	0
NYSE:HAL	1	33.18	2025-06-04	0.17		0	0
NYSE:PBR	1	19.17	2025-06-04	1.4	ADR	0	0
NYSE:RF	1	37.09	2025-06-02	0.2475		0	0
NYSE:PR	1	21.03	2025-06-16	0.1775		0	0
NASDAQ:FITB	1	65.88	2025-06-30	0.365		0	0
