ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:LCID,1.93,4.43,2.16,2.2,319515357.14
NASDAQ:HCTI,0.0055,1.9,0.0256,0.0265,8281054.72
NASDAQ:CIFR,1.86,7.99,6.05,4.19,236562597.10
NASDAQ:SOFI,6.01,18.92,18.57,16.77,1326070333.67
NASDAQ:NCNA,0.0325,10.79,0.0536,0.0826,4925413.56
NASDAQ:TLRY,0.3507,2.15,0.5387,0.4124,10258815.04
NASDAQ:RGTI,0.66,21.42,13.45,11.11,423661047.78
NASDAQ:RIOT,6.19,15.87,12.17,10.51,449099285.88
NYSE:PFE,20.915,31.54,25.38,24.24,954648591.69
NYSE:CLF,5.63,16.47,8.82,7.45,245325596.45
NASDAQ:SOUN,3.94,24.98,11.09,9.92,397686441.25
NYSE:VALE,8.055,12.045,10.22,9.47,529448698.68
NASDAQ:HBAN,11.915,18.445,17.54,16.64,493740704.89
NYSE:BAC,33.065,49.305,48.93,47.46,2095926926.77
NYSE:JOBY,4.66,11.16,10.55,9.48,281462094.78
NASDAQ:CLSK,6.452,20.49,12.25,10.81,321421659.20
NASDAQ:GRAB,2.98,5.72,4.87,4.67,177423546.90
NYSE:ACHR,2.8206,13.92,10.17,10.59,419502286.94
NASDAQ:AGNC,7.85,10.85,9.39,9.32,226234666.55
NYSE:HIMS,13.47,72.98,47.98,46.28,2712813814.96
