Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:NCNA	1	0.20			Buy 112801 at $0.13 ~= $14,664; ADR	0	0
NASDAQ:PROK	1	10.70			Buy 2056 at $7.13 ~= $14,659	0	0
NASDAQ:HCTI	1	0.04				0	0
NASDAQ:LCID	1	3.57				0	0
NASDAQ:TLRY	1	1.06			Buy 20653 at $0.71 ~= $14,664	0	0
NYSE:AES	1	20.01	2025-05-01	0.17425	Buy 836 at $13.34 ~= $11,152	0	0
NASDAQ:SOUN	1	19.93				0	0
NASDAQ:VRNA	1	157.40			ADR	0	0
NASDAQ:SOFI	1	30.38				0	0
NASDAQ:PCSA	1	0.43				0	0
NYSE:NU	1	20.77				0	0
NYSE:ABEV	1	3.63	2025-05-19	0.167	ADR	0	0
NASDAQ:GRAB	1	7.59				0	0
NASDAQ:CIFR	1	9.57				0	0
NYSE:BAC	1	71.18	2025-06-06	0.255		0	0
NYSE:HIMS	1	78.50				0	0
NYSE:CNH	1	20.75	2025-05-21	0		0	0
NYSE:VALE	1	15.03			GTC: delete; ADR	0	0
NYSE:BBD	1	4.60	2025-07-02	0.01625	ADR	0	0
NYSE:T	1	42.57	2025-07-10	0.2775		0	0
