ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:RGTI,0.66,21.42,14.5,15.95,563051527.80
NASDAQ:CIFR,1.86,7.77,5.46,6.65,179956541.02
NYSE:OXY,34.785,61.35,43.94,44.63,365949989.13
NYSE:JCI,64.31,112.63,105.0,110.02,632180447.69
NYSE:PR,10.01,16.33,14.16,13.62,135519959.01
NYSE:NOTE,0.48,2.03,0.5665,0.7446,2230449.48
NYSE:CDE,4.57,9.97,8.69,9.4,85275624.70
NYSE:CTRA,22.3,29.95,24.39,23.76,170682375.98
NASDAQ:APA,13.584000000000001,33.41,19.29,19.3,111630287.69
NASDAQ:UAL,37.02,116.0,88.31,89.73,536536815.00
NYSE:TFC,33.56,49.055,43.71,45.48,350973133.68
NYSE:RDW,4.87,26.66,14.29,16.02,60967150.08
NYSE:PBI,5.58,13.11,11.36,12.12,45093080.92
NYSEAMERICAN:IAUX,0.3391,1.26,0.5604,0.6331,2359005.90
NASDAQ:HON,179.36,242.77,222.35,224.48,1071281306.07
NYSE:OVV,29.8,48.35,41.18,39.99,158183311.33
NASDAQ:OPCH,21.39,35.53,29.35,29.47,51413322.11
NYSE:FLR,29.2,60.1,56.77,55.62,168355946.66
NASDAQ:DFDV,0.4208,187.99,14.38,20.11,50554898.45
NYSE:EOG,102.52,138.18,120.02,119.05,348479647.02
