ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SLB,31.11,50.52,33.32,37.31,738582558.46
NASDAQ:CIFR,1.86,7.77,6.36,5.87,236021561.24
NYSE:HIMS,13.47,72.98,50.38,47.89,1258568264.93
NYSE:NEM,36.86,61.17,58.19,60.13,762043019.22
NYSE:PR,10.01,16.33,13.45,14.16,134973273.72
NASDAQ:BKR,32.25,49.4,39.72,40.7,268710497.17
NYSE:OXY,34.785,62.545,43.62,46.31,561944986.17
NYSE:CVS,43.56,72.51,61.96,64.78,416547451.90
NYSE:CDE,4.57,9.97,9.08,9.59,96181660.70
NYSE:CTRA,22.3,29.95,24.39,25.28,156077173.36
NASDAQ:PTEN,5.12,11.07,5.94,6.55,50350854.89
NYSE:FTI,22.115,35.861,32.74,35.66,136139661.07
NYSE:TDOC,6.35,15.21,8.05,8.32,52321584.58
NYSE:EOG,102.52,138.18,117.68,123.04,393357678.87
NASDAQ:APA,13.584000000000001,33.41,18.82,20.11,120062141.95
NASDAQ:ECX,0.7575,3.25,1.3,2.25,16192684.72
NYSE:RDW,4.87,26.66,19.41,16.64,73588773.52
NYSE:BBWI,24.94,41.87,31.78,32.84,160415161.69
NASDAQ:BLNK,0.6301,3.52,1.05,0.9669,2796055.95
NYSE:NOV,10.84,21.2,12.92,13.68,44020703.50
