Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:LCID	1	3.34			Buy 6677 at $2.23 ~= $14,890	0	0
NASDAQ:HCTI	1	0.04				0	0
NASDAQ:CIFR	1	9.68				0	0
NASDAQ:SOFI	1	27.96				0	0
NASDAQ:NCNA	1	0.09			ADR	0	0
NASDAQ:TLRY	1	0.83			Buy 27072 at $0.55 ~= $14,890	0	0
NASDAQ:RGTI	1	20.21				0	0
NASDAQ:RIOT	1	19.09			Buy 1169 at $12.73 ~= $14,881	0	0
NYSE:PFE	1	38.28	2025-07-25	0.4225	Buy 119 at $25.52 ~= $3,037	0	0
NYSE:CLF	1	13.35				0	0
NASDAQ:SOUN	1	17.31				0	0
NASDAQ:HBAN	1	26.63	2025-06-17	0.155		0	0
NYSE:BAC	1	73.97	2025-06-06	0.255		0	0
NYSE:JOBY	1	15.93				0	0
NASDAQ:CLSK	1	19.44				0	0
NASDAQ:GRAB	1	7.43				0	0
NYSE:ACHR	1	15.27				0	0
NASDAQ:AGNC	1	14.27	2025-06-30	0.36		0	0
NYSE:HIMS	1	73.59				0	0
NYSE:BCS	1	27.48			ADR	0	0
