Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:AAL	1	17.76			Buy 239 at $11.84 ~= $2,830	0	0
NASDAQ:CIFR	1	10.30				0	0
NYSE:KEY	1	28.20	2025-09-02	0.205		0	0
NASDAQ:TLRY	1	1.11				0	0
NYSE:HIMS	1	86.80				0	0
NYSE:RF	1	39.99	2025-09-02	0.25		0	0
NASDAQ:MAT	1	28.45			GTC: delete	0	0
NASDAQ:VLY	1	14.60	2025-09-15	0		0	0
NYSE:NEM	1	92.67	2025-05-27	0.25		0	0
NYSE:CVS	1	92.47	2025-07-22	0.665	GTC: delete	0	0
NASDAQ:BKR	1	68.75	2025-08-05	0		41.59446558770216	57.043926987690305
NYSE:PR	1	20.76	2025-06-16	0.1775		0	0
NYSE:FNB	1	24.16	2025-06-02	0.12		0	0
NYSE:LYG	1	6.51			ADR	0	0
NYSE:DVN	1	50.45	2025-06-13	0.3125		0	0
NYSE:FHN	1	33.91	2025-06-13	0.15		0	0
NYSE:COF	1	331.73	2025-05-23	0		0	0
NYSE:OXY	1	67.32	2025-06-10	0.225		0	0
NYSE:CTRA	1	35.76	2025-05-15	0.2125		0	0
NYSE:TFC	1	69.20	2025-05-09	0.52		0	0
