date,symbol,amount
2025-08-05,NYSE:BBD,0.003479
2025-09-03,NYSE:BBD,0.003515
2025-10-01,NYSE:BBD,0.055781
2025-10-03,NYSE:BBD,0.003573
2025-11-05,NYSE:BBD,0.003472
2025-12-03,NYSE:BBD,0.003526
2025-09-04,NYSE:NEM,0.25
2025-11-26,NYSE:NEM,0.25
2025-08-25,NYSE:PBR,0.197463
2025-12-26,NYSE:PBR,0.177267
2025-08-05,NASDAQ:BKR,0.23
2025-11-04,NASDAQ:BKR,0.23
2025-09-29,NYSE:SONY,0.080843
2025-08-14,NYSE:CTRA,0.22
2025-11-13,NYSE:CTRA,0.22
2025-09-15,NYSE:OVV,0.3
2025-12-15,NYSE:OVV,0.3
2025-09-12,NYSE:NOV,0.075
2025-12-05,NYSE:NOV,0.075
2025-09-25,NYSE:INVH,0.29
2025-08-11,NYSE:PBI,0.08
2025-11-10,NYSE:PBI,0.09
2025-09-12,NYSE:RRC,0.09
