Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSEAMERICAN:UAMY	1	3.33				0	0
NASDAQ:SSRM	1	19.79			Buy 1163 at $13.19 ~= $15,340	0	0
NYSE:PWR	1	560.94	2025-07-01	0.095	Buy 41 at $373.96 ~= $15,332	0	0
NYSE:SEM	1	22.80	2025-05-15	0.09375	Buy 342 at $15.20 ~= $5,198	0	0
NASDAQ:CALM	1	155.10	2025-04-30	1.685		0	0
NASDAQ:GLDD	1	17.98				0	0
NASDAQ:RGLD	1	270.88	2025-07-03	0.15		0	0
NASDAQ:ROAD	1	159.88				0	0
NASDAQ:EEFT	1	158.04				0	0
NASDAQ:BOOM	1	12.93				0	0
NASDAQ:ENSG	0.963503360748291	161.96	2025-06-30	0.06125		0	0
NYSE:HUYA	0.9599364399909973	2.84	2025-07-01	0	ADR	0	0
NASDAQ:PAYX	0.9463141560554504	156.76	2025-05-12	1.005		186.34507808216662	202.14400373368235
NASDAQ:AIRS	0.9318296313285828	5.59				0	0
NYSE:HIMS	0.9306832551956177	51.33				0	0
NASDAQ:FTAI	0.9289147257804871	122.67	2025-05-16	0.3		0	0
NASDAQ:IESC	0.9288100600242615	317.05				0	0
NASDAQ:TOI	0.9270662069320679	2.73				0	0
NASDAQ:STRL	0.9257757663726807	244.16				0	0
NASDAQ:MGPI	0.9251452684402466	35.35	2025-05-16	0.12		0	0
