Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:CIFR	1	10.65			Buy 661 at $7.10 ~= $4,693	0	0
NASDAQ:GRAB	1	8.25				0	0
NASDAQ:RGTI	1	24.21				0	0
NYSE:HIMS	1	75.87				0	0
NASDAQ:BKR	1	60.36	2025-05-06	0.215		0	0
NYSE:NEM	1	92.80	2025-05-27	0.25		0	0
NYSE:PR	1	20.34	2025-06-16	0.1775		0	0
NYSE:CTRA	1	35.47	2025-05-15	0.2125		0	0
NYSE:CDE	1	14.46				0	0
NYSE:OXY	1	65.75	2025-06-10	0.225		0	0
NYSE:TDOC	1	13.08				0	0
NYSE:SPCE	1	6.79				0	0
NYSE:CVS	1	93.28			GTC: delete	0	0
NYSE:DVN	1	49.56	2025-06-13	0.3125		0	0
NASDAQ:APA	1	28.35	2025-07-22	0.25		0	0
NYSE:PNR	1	158.18	2025-07-18	0.235		0	0
NASDAQ:EVLV	1	9.99				0	0
NYSE:MUFG	1	20.61			ADR	0	0
NYSE:RDW	1	25.95				0	0
NASDAQ:CSGP	1	129.88				0	0
